index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
2556,arid group homes (niagara),mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,89,queen street,L2A1T9,fort erie,on,,Fort Erie,3526003.0,35,42.90986347,-78.91451317
2557,arnprior and district family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,346,john street n,K7S2P6,arnprior,on,,Arnprior,3547002.0,35,45.44144283,-76.35297456
2558,arnprior and district memorial hospital,,Hospitals,Canadian Institute for Health Information,,350,john street n,K7S2P6,arnprior,on,350 john street north arnprior on k7s 2p6 canada,Arnprior,3547002.0,35,45.441325,-76.352265
2559,arnprior regional health,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,350,john street n,K7S2P6,arnprior,on,,Arnprior,3547002.0,35,45.44130283,-76.35303016
2560,arnprior regional health ó arnprior & district memorial hospital,general,Hospitals,Public Health Agency of Canada,,350,john st n,K7S2P6,arnprior,on,350 john st. n. arnprior on k7s 2p6,Arnprior,3547002.0,35,45.441542,-76.35292
2561,arnprior regional health ó the grove nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K7S3M7,arnprior,on,,Arnprior,,35,,
2562,arnprior villa,retirement home,Nursing and residential care facilities,Province of Ontario,,15,arthur street,K7S1A1,arnprior,on,,Arnprior,3547002.0,35,45.42438943,-76.36493626
2563,"arnprior, braeside, mcnab seniors at home program inc.",community support service,Ambulatory health care services,Province of Ontario,,106,mcgonigal street w,K7S1M4,arnprior,on,,Arnprior,3547002.0,35,45.43422493,-76.35837846
2564,arul oli senior centre,retirement home,Nursing and residential care facilities,Province of Ontario,,8,snowy owl way,M1X0B4,toronto,on,,Toronto,3520005.0,35,43.83209692,-79.23443505
2565,ashwood manor,retirement home,Nursing and residential care facilities,Province of Ontario,,79,david street,N6P1B4,london,on,,London,3539036.0,35,42.90973516,-81.28913502
2566,assisted living southwestern ontario,community support service,Ambulatory health care services,Province of Ontario,,3141,sandwich street,N9C1A7,windsor,on,,Windsor,3537039.0,35,42.30329217,-83.07435282
2567,association of ontario health centres,community support service,Ambulatory health care services,Province of Ontario,,970,lawrence avenue,M6A3B6,toronto,on,,Toronto,3520005.0,35,43.71371849,-79.45837461
2568,at-home hospice,community support service,Ambulatory health care services,Province of Ontario,,1419,carling avenue,K1Z7L6,ottawa,on,,Ottawa,3506008.0,35,45.38617585,-75.74015465
2569,atikameksheng anishnawbek,community support service,Ambulatory health care services,Province of Ontario,,25,reserve road,P0M2M0,naughton,on,,Whitefish Lake 6,3552051.0,35,46.39804346,-81.17895173
2570,atikokan family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,101,zuke road,P0T1C0,atikokan,on,,Atikokan,3559001.0,35,48.75379034,-91.60071464
2571,atikokan general hospital,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,,120,dorothy st,P0T1C0,atikokan,on,120 dorothy st. atikokan on p0t 1c0,Atikokan,3559001.0,35,48.754155,-91.59760899999999
2572,atikokan general hospital (css),community support service,Ambulatory health care services,Province of Ontario,,120,dorothy street,P0T1C0,atikokan,on,,Atikokan,3559001.0,35,48.75359294,-91.59845814
2573,atk care inc. ó exeter villa,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N0M1S1,exeter,on,,,,35,,
2574,atk care inc. ó fordwich village nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N0G1V0,fordwich,on,,,,35,,
2575,atk care inc. ó river glen haven nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L0E1R0,sutton,on,,,,35,,
2576,atrium at kew beach,retirement home,Nursing and residential care facilities,Province of Ontario,,500,kingston road,M4L1V3,toronto,on,,Toronto,3520005.0,35,43.67800329,-79.30274076
2577,atrium retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,230,coldwater road w,L3V3M2,orillia,on,,Orillia,3543052.0,35,44.60949175,-79.43333849
2578,au chateau,long-term care home,Nursing and residential care facilities,Province of Ontario,,100,michaud street,P2B2Z4,west nipissing,on,,West Nipissing / Nipissing Ouest,3548055.0,35,46.37203452,-79.92058532
2579,au ch„¢teau home for the aged - css,community support service,Ambulatory health care services,Province of Ontario,,100,michaud street,P2B2Z4,west nipissing,on,,West Nipissing / Nipissing Ouest,3548055.0,35,46.37203452,-79.92058532
2580,auberge plein soleil,retirement home,Nursing and residential care facilities,Province of Ontario,,258,telegraphe road,K0B1A0,alfred,on,,Alfred and Plantagenet,3502023.0,35,45.55953881,-74.87851758
2581,augustine villas retirement home and assisted living,retirement home,Nursing and residential care facilities,Province of Ontario,,54,spruce street n,N9Y2E5,kingsville,on,,Kingsville,3537013.0,35,42.03996314,-82.73671029
2582,aurora-newmarket family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,531,davis drive,L3Y6P5,newmarket,on,,Newmarket,3519048.0,35,44.06057705,-79.45637234
2583,avalon retirement centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,355,broadway avenue,L9W3Y3,orangeville,on,,Orangeville,3522014.0,35,43.9169995,-80.11650514
2584,avalon retirement lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,355,broadway avenue,L9W3Y3,orangeville,on,,Orangeville,3522014.0,35,43.9169995,-80.11650514
2585,ay alternatives for youth hamilton,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,38,james street s,L8P4W6,hamilton,on,,Hamilton,3525005.0,35,43.25556639,-79.86969570000001
2586,aylmer retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,258,talbot street e,N5H1H7,aylmer,on,,Aylmer,3534011.0,35,42.77286835,-80.97801581
2587,babcock community care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,196,wellington street,N0L2N0,wardsville,on,,Southwest Middlesex,3539005.0,35,42.658399700000004,-81.75796234
2588,balance for blind adults,community support service,Ambulatory health care services,Province of Ontario,,2340,dundas street w,M6P4A9,toronto,on,,Toronto,3520005.0,35,43.65694408,-79.45227951
2589,balance for blind adults (tc lhin),community support service,Ambulatory health care services,Province of Ontario,,4920,dundas street w,M9A1B7,toronto,on,,Toronto,3520005.0,35,43.64861988,-79.52910703
2590,balance for blind adults (toronto central lhin),community support service,Ambulatory health care services,Province of Ontario,,2340,dundas street w,M6P4A9,toronto,on,,Toronto,3520005.0,35,43.65694408,-79.45227951
2591,balmoral place retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,8,harbour street w,L9Y5B4,collingwood,on,,Collingwood,3543031.0,35,44.50769829,-80.23972254
2592,bancroft fht,family health team - contract,Ambulatory health care services,Province of Ontario,,16,billa street,K0L1C0,bancroft,on,,Bancroft,3512061.0,35,45.0555315,-77.84916191
2593,banwell gardens care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,3000,banwell road,N8N2M4,windsor,on,,Windsor,3537039.0,35,42.31060008,-82.89979807
2594,banyan community services inc,community support service,Ambulatory health care services,Province of Ontario,,688,queensdale avenue e,L8V1M1,hamilton,on,,Hamilton,3525005.0,35,43.23397249,-79.84680429
2595,"barbra schlifer commemorative clinic, the",mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,489,college street,M6G1A5,toronto,on,,Toronto,3520005.0,35,43.65588248,-79.40919499
2596,bariatric medical institute inc - css,community support service,Ambulatory health care services,Province of Ontario,,575,west hunt club road,K2G5W5,ottawa,on,,Ottawa,3506008.0,35,45.33352244,-75.72851974
2597,barnswallow place care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,120,barnswallow drive,N3B2Y9,elmira,on,,Woolwich,3530035.0,35,43.59297082,-80.57796106
2598,barrhaven manor,retirement home,Nursing and residential care facilities,Province of Ontario,,110,berrigan drive,K2J5A6,ottawa,on,,Ottawa,3506008.0,35,45.27769903,-75.74225964
2599,barrie and community family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,370,bayview drive,L4N7L3,barrie,on,,Barrie,3543042.0,35,44.34808359,-79.68029584
2600,barrie area native advisory circle,community support service,Ambulatory health care services,Province of Ontario,,64,cedar point drive,L4N5R7,barrie,on,,Barrie,3543042.0,35,44.3823507,-79.71426826
2601,barrie community health centre,children's treatment centre,Hospitals,Province of Ontario,,56,bayfield street,L4M3A5,barrie,on,,Barrie,3543042.0,35,44.390288,-79.69138875
2602,barrie manor senior living,retirement home,Nursing and residential care facilities,Province of Ontario,,340,blake street,L4M1L3,barrie,on,,Barrie,3543042.0,35,44.3979773,-79.65571934
2603,barry's bay & area senior citizens home support program inc.,community support service,Ambulatory health care services,Province of Ontario,,7,st francis memorial drive,K0J1B0,barrys bay,on,,Madawaska Valley,3547030.0,35,45.48200648,-77.6946246
2604,barton retirement inc. (the wellington retirement community),retirement home,Nursing and residential care facilities,Province of Ontario,,1430,upper wellington street,L9A5H3,hamilton,on,,Hamilton,3525005.0,35,43.20948778,-79.8796767
2605,batchewana first nation of ojibways,community support service,Ambulatory health care services,Province of Ontario,,236,frontenac street,P6A5K9,garden river,on,,Rankin Location 15D,3557075.0,35,46.52830941,-84.26145704
2606,bay haven nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,499,hume street,L9Y4H8,collingwood,on,,Collingwood,3543031.0,35,44.49946329,-80.19803202
2607,bay haven senior care community,retirement home,Nursing and residential care facilities,Province of Ontario,,499,hume street,L9Y4H8,collingwood,on,,Collingwood,3543031.0,35,44.49946329,-80.19803202
2608,bay ridges,long-term care home,Nursing and residential care facilities,Province of Ontario,,900,sandy beach road,L1W1Z4,pickering,on,,Pickering,3518001.0,35,43.82847003,-79.0771309
2609,baycrest,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,M6A2E1,toronto,on,,Toronto,,35,,
2610,baycrest centre for geriatric care,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,3560,bathurst street,M6A2E1,toronto,on,,Toronto,3520005.0,35,43.7300765,-79.43421181
2611,baycrest geriatric health care system,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,,3560,bathurst st,M6A2E1,toronto,on,3560 bathurst st. toronto on m6a 2e1,Toronto,3520005.0,35,43.7305734,-79.433654
2612,baycrest hospital,community support service,Ambulatory health care services,Province of Ontario,,3560,bathurst street,M6A2E1,toronto,on,,Toronto,3520005.0,35,43.7300765,-79.43421181
2613,baycrest hospital - north york,hospital - corporation,Hospitals,Province of Ontario,,3560,bathurst street,M6A2E1,toronto,on,,Toronto,3520005.0,35,43.730336,-79.43236041
2614,bayfield house retirement lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,5,beck boulevard,L9M1C1,penetanguishene,on,,Penetanguishene,3543072.0,35,44.77457015,-79.93728776
2615,bayfield manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,100,elvira street,K0G1J0,kemptville,on,,North Grenville,3507065.0,35,45.01874519,-75.65323739
2616,bayfield manor retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,100,elvira street,K0G1J0,kemptville,on,,North Grenville,3507065.0,35,45.01874519,-75.65323739
2617,bayshore healthcare ltd,community support service,Ambulatory health care services,Province of Ontario,,2101,hadwen road,L5K2L3,mississauga,on,,Mississauga,3521005.0,35,43.52298305,-79.65538916
2618,bayview retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,175,walnut street,L0K2C0,waubaushene,on,,Tay,3543071.0,35,44.75224116,-79.70792729
2619,baywoods place,long-term care home,Nursing and residential care facilities,Province of Ontario,,330,main street e,L8N3T9,hamilton,on,,Hamilton,3525005.0,35,43.25176169,-79.85694240000001
