home_name,Placements for referrals from all prior locations (days),Placements for referrals from community (days),Placements for referrals from hospital (days),Antipsychotic Medication Use (%),Pressure Ulcers (%),Falls (%),Physical Restraints Use (%),Depression (%),Pain (%),cleaned_home_name,matched,name1,address,LHIN,home type,short stay,residents council,family council,accreditation,city,postal code,total_inspections,quartiles_total_range,quartiles_total_rank,5y_inspections,quartiles_5y_range,quartiles_5y_rank,2y_inspections,quartiles_2y_range,quartiles_2y_rank,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
Babcock Community Care Centre Inc. - Babcock Community Care Centre,48,42,69,21.9,3.6,6.4,11.7,21.4,16.2,babcock community care centre inc. - babcock community care centre,True,babcock community care centre,196 Wellington Street P. O. Box 190,South West,For-Profit,No,Yes,Yes,Yes,Wardsville, N0L2N0,32.0,"(31.0, 46.0]",2.0,17.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,babcock community care centre,,,,,Southwest Middlesex,3539005.0,42.658399700000004,-81.75796234,60.0
Barton Retirement Inc. - The Wellington Nursing Home,87,92,85,19.2,4.9,13.0,2.3,28.4,5.9,barton retirement inc. - the wellington nursing home,True,the wellington nursing home,1430 Upper Wellington Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Hamilton, L9A5H3,40.0,"(31.0, 46.0]",2.0,24.0,"(23.0, 86.0]",3.0,9.0,"(7.0, 11.0]",2.0,the wellington nursing home,,,,,Hamilton,3525005.0,43.20948778,-79.8796767,102.0
Bay Haven Nursing Home Inc. - Bayhaven Nursing Home,89.5,89.5,NR,13.3,2.0,21.3,2.4,26.4,9.4,bay haven nursing home inc. - bayhaven nursing home,False,bay haven nursing home,499 Hume Street,North Simcoe Muskoka,For-Profit,No,Yes,No,No,Collingwood, L9Y4H8,14.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,bay haven nursing home,,,,,Collingwood,3543031.0,44.49946329,-80.19803202,60.0
Baycrest Centre for Geriatric Care - The Jewish Home for the Aged,433,432,LV,23.1,2.4,13.0,0.0,10.8,2.2,baycrest centre for geriatric care - the jewish home for the aged,True,the jewish home for the aged,3560 Bathurst Street,Toronto Central,Non-Profit,No,Yes,Yes,Yes,North York, M6A2E1,48.0,"(46.0, 172.0]",3.0,30.0,"(23.0, 86.0]",3.0,17.0,"(11.0, 44.0]",3.0,the jewish home for the aged,<5,<5,6,Active,Toronto,3520005.0,43.7300765,-79.43421181,472.0
Belcrest Nursing Homes Limited - Belcrest Nursing Homes Ltd.,289,289,LV,12.9,3.5,15.3,6.7,37.3,7.6,belcrest nursing homes limited - belcrest nursing homes ltd.,False,belcrest nursing homes ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benevolent Society Heidehof for the Care of the Aged - Heidehof LTC Home,73.5,77,LV,32.2,2.0,17.1,2.0,16.0,2.1,benevolent society heidehof for the care of the aged - heidehof long term care home,True,heidehof long term care home,600 Lake Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,No,No,St. Catharines, L2N4J4,22.0,"(21.0, 31.0]",1.0,12.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,heidehof long term care home,,,,,St. Catharines,3526053.0,43.19665771,-79.251902,106.0
Bethany Lodge Foundation - Bethany Lodge,185.5,185.5,NR,7.0,4.7,16.4,1.7,22.5,15.6,bethany lodge foundation - bethany lodge,True,bethany lodge,23 Second Street,Central,Non-Profit,No,Yes,Yes,No,Markham, L3R2C2,16.0,"(0.0, 21.0]",0.0,12.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,bethany lodge,<5,<5,<5,Active,Markham,3519036.0,43.86204073,-79.30139068,128.0
Bingham Memorial Hospital - Rosedale Centre,LV,LV,LV,27.3,0.0,4.5,1.7,22.2,11.5,bingham memorial hospital - rosedale centre,True,rosedale centre,507- 8th Avenue P.O. Box 70,North East,Non-Profit,No,Yes,Yes,No,Matheson, P0K1N0,13.0,"(0.0, 21.0]",0.0,6.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,rosedale centre,,,,,Black River-Matheson,3556014.0,48.53944263,-80.46973105,20.0
Bluewater Rest Home Inc. - Bluewater Rest Home,155,147,LV,17.5,1.9,14.0,0.0,36.2,1.1,bluewater rest home inc. - bluewater rest home,False,blue water rest home,37792 Zurich-Hensall RD,South West,Non-Profit,No,Yes,No,No,Zurich, N0M2T0,21.0,"(0.0, 21.0]",0.0,13.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,blue water rest home,<5,0,0,Active,Bluewater,3540010.0,43.41978964,-81.63774028,65.0
Board of Management for the District of Algoma - Algoma Manor Nursing Home,146.5,153,LV,15.9,1.8,18.6,5.2,20.4,2.9,board of management for the district of algoma - algoma manor nursing home,True,algoma manor nursing home,145 Dawson Street,North East,Non-Profit,Yes,Yes,Yes,Yes,Thessalon, P0R1L0,23.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,algoma manor nursing home,,,,,Thessalon,3557028.0,46.263461799999995,-83.56324898,96.0
Board of Management Home for the Aged W. Nipissing - Au Chateau,358.5,470,294,14.8,4.4,25.7,10.7,11.4,12.9,board of management home for the aged w. nipissing - au chateau,True,au chateau,100 Michaud Street,North East,Municipal,Yes,Yes,Yes,No,Sturgeon Falls, P2B2Z4,47.0,"(46.0, 172.0]",3.0,28.0,"(23.0, 86.0]",3.0,13.0,"(11.0, 44.0]",3.0,au chateau,,,,,West Nipissing / Nipissing Ouest,3548055.0,46.37203452,-79.92058532,162.0
Board of Management of the District of Kenora - Northwood Lodge,505,368,526.5,28.8,0.6,8.1,24.6,18.4,9.8,board of management of the district of kenora - northwood lodge,True,northwood lodge,51 Highway 105 P.O. Box 420,North West,Municipal,No,Yes,Yes,No,Red Lake, P0V2M0,19.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,northwood lodge,,,,,Red Lake,3560042.0,51.01327044,-93.82244384,32.0
Board of Management of the District of Kenora - Pinecrest,180,231.5,155,20.7,7.0,13.6,29.3,32.6,6.4,board of management of the district of kenora - pinecrest,False,pinecrest (kenora),1220 Valley Drive,North West,Municipal,Yes,Yes,Yes,No,Kenora, P9N2W7,25.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,pinecrest (kenora),,,,,Kenora,3560010.0,49.7799152,-94.4631099,116.0
Board of Management of the District of Kenora - Princess Court,239,273.5,181,16.9,1.7,13.3,7.0,2.0,0.9,board of management of the district of kenora - princess court,True,princess court,Princess Street Box 725,North West,Municipal,Yes,Yes,Yes,No,Dryden, P8N2Z4,28.0,"(21.0, 31.0]",1.0,8.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,princess court,,,,,Dryden,3560027.0,49.783303000000004,-92.8352797,97.0
Board of Management of the District of Nipissing East - Cassellholme,147.5,150,118,19.4,4.2,19.3,3.8,36.1,5.0,board of management of the district of nipissing east - cassellholme,True,cassellholme,400 Olive Street,North East,Municipal,Yes,Yes,Yes,Yes,North Bay, P1B6J4,47.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,cassellholme,<5,0,0,Active,North Bay,3548044.0,46.31926603,-79.44608166,240.0
Board of Management of the District of Parry Sound - Belvedere Heights,201.5,161,LV,17.7,3.0,20.0,0.8,47.1,3.4,board of management of the district of parry sound - belvedere heights,True,belvedere heights,21 Belvedere Avenue,North East,Municipal,No,Yes,Yes,Yes,Parry Sound, P2A2A2,40.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,13.0,"(11.0, 44.0]",3.0,belvedere heights,,,,,Parry Sound,3549032.0,45.34272524,-80.03862375,101.0
Broadview Foundation - Chester Village,621.5,652,NR,14.8,2.0,11.2,0.9,24.1,5.9,broadview foundation - chester village,True,chester village,3555 Danforth Avenue,Toronto Central,Non-Profit,No,Yes,Yes,Yes,Toronto, M1L1E3,23.0,"(21.0, 31.0]",1.0,7.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,chester village,,,,,Toronto,3520005.0,43.6936488,-79.27484865,203.0
Broadview Nursing Centre Limited - Broadview Nursing Centre,53.5,48,79,12.9,1.7,22.9,0.3,27.4,0.4,broadview nursing centre limited - broadview nursing centre,True,broadview nursing centre,210 Brockville Street,South East,For-Profit,No,Yes,No,No,Smiths Falls, K7A3Z4,31.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,broadview nursing centre,,,,,Smiths Falls,3509004.0,44.88786035,-76.02083780000001,75.0
Brucelea Haven - Brucelea Haven LTC Home,77,83,55,16.9,7.4,17.4,9.5,32.2,3.6,brucelea haven - brucelea haven long term care home,False,brucelea haven long term care home - corporation of the county of bruce,41 McGivern Street West P.O. Box 1600,South West,Municipal,No,Yes,No,No,Walkerton, N0G2V0,79.0,"(46.0, 172.0]",3.0,28.0,"(23.0, 86.0]",3.0,17.0,"(11.0, 44.0]",3.0,brucelea haven long term care home - corporation of the county of bruce,0,0,<5,Active,Brockton,3541032.0,44.12121858,-81.15427199,144.0
Brucelea Haven - Gateway Haven LTC Home,151,169,132.5,16.2,5.0,15.9,3.4,24.9,11.4,brucelea haven - gateway haven long term care home,True,gateway haven long term care home,671 Frank Street P.O. Box 10,South West,Municipal,No,Yes,Yes,No,Wiarton, N0H2T0,19.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,gateway haven long term care home,,,,,South Bruce Peninsula,3541055.0,44.74034089,-81.12803284,100.0
Bruyère Continuing Care Inc. - Élisabeth Bruèyre Residence,264,304,LV,21.1,3.8,20.8,6.0,23.2,14.5,bruyere continuing care inc. - elisabeth brueyre residence,False,élisabeth-bruyère residence,75 Bruyere Street,Champlain,Non-Profit,No,Yes,Yes,Yes,Ottawa, K1N5C8,64.0,"(46.0, 172.0]",3.0,50.0,"(23.0, 86.0]",3.0,22.0,"(11.0, 44.0]",3.0,élisabeth-bruyère residence,10,5,<5,Active,,,,,71.0
Bruyère Continuing Care Inc. - Residence Saint-Louis,188,183.5,158,17.4,4.8,26.1,6.1,24.5,6.6,bruyere continuing care inc. - residence saint-louis,True,residence saint-louis,879 Chemin Parc Hiawatha,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Ottawa, K1C2Z6,114.0,"(46.0, 172.0]",3.0,72.0,"(23.0, 86.0]",3.0,28.0,"(11.0, 44.0]",3.0,residence saint-louis,21,<5,17,Active,,,,,198.0
Canadian Reformed Society for a Home for the Aged Inc.  - Mount Nemo Christian Nursing Home,149,132,LV,18.8,4.1,20.1,7.6,17.1,1.6,canadian reformed society for a home for the aged inc.  - mount nemo christian nursing home,True,mount nemo christian nursing home,4486 Guelph Line,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,Burlington, L7P0N2,19.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,mount nemo christian nursing home,,,,,Burlington,3524002.0,43.40257242,-79.87556992,61.0
Capricorn Investments Corporation Limited - Elgin Abbey Nursing Home,37,LV,LV,39.8,2.9,19.1,12.4,22.6,12.3,capricorn investments corporation limited - elgin abbey nursing home,True,elgin abbey nursing home,380 First Avenue North P.O. Box 7,South West,For-Profit,No,Yes,No,Yes,Chesley, N0G1L0,33.0,"(31.0, 46.0]",2.0,20.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,elgin abbey nursing home,,,,,Arran-Elderslie,3541043.0,44.31058562,-81.09967099,27.0
Caressant-Care Nursing & Retirement Homes Limited - Arthur Nursing Home,66,68,79,21.3,4.6,15.3,1.4,27.3,3.1,caressant-care nursing & retirement homes limited - arthur nursing home,False,caressant care arthur nursing home,215 Eliza Street P.O. Box 700,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Arthur, N0G1A0,65.0,"(46.0, 172.0]",3.0,28.0,"(23.0, 86.0]",3.0,9.0,"(7.0, 11.0]",2.0,caressant care arthur nursing home,,,,,Wellington North,3523050.0,43.83174956,-80.53012776,80.0
Caressant-Care Nursing & Retirement Homes Limited - Bourget,34,59,25.5,ST,5.6,16.2,0.0,14.9,1.5,caressant-care nursing & retirement homes limited - bourget,False,caressant care bourget,2279 Laval Street P.O. Box 99,Champlain,For-Profit,No,Yes,Yes,Yes,Bourget, K0A1E0,116.0,"(46.0, 172.0]",3.0,56.0,"(23.0, 86.0]",3.0,24.0,"(11.0, 44.0]",3.0,caressant care bourget,,,,,Clarence-Rockland,3502036.0,45.43608988,-75.15507656,60.0
Caressant-Care Nursing & Retirement Homes Limited - Cambridge Country Manor,48.5,42,53,13.7,1.3,8.8,0.0,29.7,0.0,caressant-care nursing & retirement homes limited - cambridge country manor,True,cambridge country manor,3680 Speedsville Road R R 31,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Cambridge, N3H4R6,35.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,cambridge country manor,,,,,Cambridge,3530010.0,43.4552726,-80.35775290000001,80.0
Caressant-Care Nursing & Retirement Homes Limited - Cobden,119,112,LV,7.5,2.4,14.5,9.1,31.5,1.7,caressant-care nursing & retirement homes limited - cobden,False,caressant care cobden,12 Wren Drive P.O. Box 430,Champlain,For-Profit,No,Yes,No,Yes,Cobden, K0J1K0,22.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,caressant care cobden,,,,,,,,,64.0
Caressant-Care Nursing & Retirement Homes Limited - Courtland,175,242.5,LV,5.3,1.3,15.7,0.0,8.4,1.5,caressant-care nursing & retirement homes limited - courtland,False,caressant care courtland,4850 Hwy #59 P.O. Box 279,South West,For-Profit,No,Yes,No,Yes,Courtland, N0J1E0,33.0,"(31.0, 46.0]",2.0,12.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,caressant care courtland,0,0,<5,Active,Norfolk County,3528052.0,42.83110128,-80.63239781,55.0
Caressant-Care Nursing & Retirement Homes Limited - Fergus Nursing Home,397,400,LV,17.0,4.2,14.7,0.0,16.1,7.3,caressant-care nursing & retirement homes limited - fergus nursing home,False,caressant care fergus nursing home,450 Queen Street East,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Fergus, N1M2Y7,68.0,"(46.0, 172.0]",3.0,45.0,"(23.0, 86.0]",3.0,26.0,"(11.0, 44.0]",3.0,caressant care fergus nursing home,,0,,Inactive,Centre Wellington,3523025.0,43.70904655,-80.36985870000001,87.0
Caressant-Care Nursing & Retirement Homes Limited - Harriston,46,39.5,38.5,15.1,4.6,14.7,0.0,25.5,10.2,caressant-care nursing & retirement homes limited - harriston,False,caressant care harriston,24 Louise Street P.O. Box 520,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Harriston, N0G1Z0,28.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,caressant care harriston,,,,,,,,,92.0
Caressant-Care Nursing & Retirement Homes Limited - Lindsay Nursing Home,173,173,159,16.3,2.1,22.2,2.8,23.2,7.7,caressant-care nursing & retirement homes limited - lindsay nursing home,False,caressant care lindsay nursing home,240 Mary Street West,Central East,For-Profit,No,Yes,No,Yes,Lindsay, K9V5K5,49.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,caressant care lindsay nursing home,<5,0,<5,Active,Kawartha Lakes,3516010.0,44.34327843,-78.75034644,124.0
Caressant-Care Nursing & Retirement Homes Limited - Listowel Nursing Home,47,62.5,18,25.3,6.0,17.0,0.0,30.5,3.8,caressant-care nursing & retirement homes limited - listowel nursing home,False,caressant care listowel nursing home,710 Reserve Avenue South,South West,For-Profit,Yes,Yes,No,Yes,Listowel, N4W2L1,28.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,caressant care listowel nursing home,,,,,North Perth,3531040.0,43.72273922,-80.95335159,52.0
Caressant-Care Nursing & Retirement Homes Limited - Marmora,40,49,37,13.0,4.3,8.1,1.4,31.9,7.3,caressant-care nursing & retirement homes limited - marmora,False,caressant care marmora,58 Bursthall Street P.O. Box 429,South East,For-Profit,No,Yes,Yes,Yes,Marmora, K0K2M0,47.0,"(46.0, 172.0]",3.0,27.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,caressant care marmora,,,,,Marmora and Lake,3512046.0,44.48072361,-77.67733231,84.0
Caressant-Care Nursing & Retirement Homes Limited - on Bonnie Place,56,62,41,10.9,3.4,13.7,7.1,42.7,7.3,caressant-care nursing & retirement homes limited - on bonnie place,False,caressant care on bonnie place,15 Bonnie Place,South West,For-Profit,No,Yes,No,Yes,St Thomas, N5R5T8,87.0,"(46.0, 172.0]",3.0,34.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,caressant care on bonnie place,,0,,Inactive,St. Thomas,3534021.0,42.77305945,-81.16165267,116.0
Caressant-Care Nursing & Retirement Homes Limited - on Mary Bucke,89.5,90,35,12.9,2.0,8.2,11.1,16.9,6.7,caressant-care nursing & retirement homes limited - on mary bucke,False,caressant care on mary bucke,4 Mary Bucke Street,South West,For-Profit,No,Yes,No,Yes,St. Thomas, N5R5J6,36.0,"(31.0, 46.0]",2.0,13.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,caressant care on mary bucke,,,,,St. Thomas,3534021.0,42.76681534,-81.16897487,60.0
Caressant-Care Nursing & Retirement Homes Limited - on Mclaughlin Road,398,365,438,15.6,5.6,15.2,12.2,45.4,4.1,caressant-care nursing & retirement homes limited - on mclaughlin road,False,caressant care on mclaughlin road,114 McLaughlin Road,Central East,For-Profit,No,Yes,Yes,Yes,Lindsay, K9V6L1,38.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,5.0,"(0.0, 5.0]",0.0,caressant care on mclaughlin road,,,,,Kawartha Lakes,3516010.0,44.344764700000006,-78.7610205,96.0
Caressant-Care Nursing & Retirement Homes Limited - The Maples Home for Seniors,123,LV,LV,19.2,1.5,12.3,0.0,42.0,6.3,caressant-care nursing & retirement homes limited - the maples home for seniors,True,the maples home for seniors,94 William Street South P.O. Box 400,South West,For-Profit,No,Yes,Yes,Yes,Tavistock, N0B2R0,23.0,"(21.0, 31.0]",1.0,9.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,the maples home for seniors,,,,,East Zorra-Tavistock,3532038.0,43.31755486,-80.83826132,43.0
Caressant-Care Nursing & Retirement Homes Limited - Woodstock Nursing Home,86,88,114,19.8,7.7,23.4,2.3,24.7,5.7,caressant-care nursing & retirement homes limited - woodstock nursing home,False,caressant care woodstock nursing home,81 Fyfe Avenue,South West,For-Profit,Yes,Yes,Yes,Yes,Woodstock, N4S8Y2,95.0,"(46.0, 172.0]",3.0,51.0,"(23.0, 86.0]",3.0,21.0,"(11.0, 44.0]",3.0,caressant care woodstock nursing home,,,,,Woodstock,3532042.0,43.12334673,-80.74298547,163.0
Carveth Nursing Home Limited - Carveth Care Centre,178,156,LV,6.9,3.2,13.0,2.0,31.0,5.0,carveth nursing home limited - carveth care centre,True,carveth care centre,375 James Street,South East,For-Profit,No,Yes,Yes,Yes,Gananoque, K7G2Z1,29.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,carveth care centre,,,,,Gananoque,3507024.0,44.33633895,-76.1592067,104.0
Chapleau Health Services - The Bignucolo Residence,78,LV,LV,54.1,0.0,26.5,2.4,21.5,6.9,chapleau health services - the bignucolo residence,True,the bignucolo residence,"c/o Chapleau General Hospital P. O. Box 757, 6 Broomhead Road",North East,Non-Profit,Yes,Yes,No,Yes,Chapleau, P0M1K0,11.0,"(0.0, 21.0]",0.0,7.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,the bignucolo residence,,,,,Chapleau,3552092.0,47.841251,-83.414961,18.0
Chartwell Master Care LP - Aylmer LTC Residence,253,259,LV,12.8,0.8,9.6,0.0,19.0,8.9,chartwell master care lp - aylmer long term care residence,False,chartwell aylmer long term care residence,465 Talbot Street West,South West,For-Profit,No,Yes,No,Yes,Aylmer, N5H1K8,30.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,chartwell aylmer long term care residence,,,,,Aylmer,3534011.0,42.77395085,-80.99760032,64.0
Chartwell Master Care LP - Cawthra Gardens,247.5,205,269.5,21.5,0.4,15.3,0.6,21.8,4.7,chartwell master care lp - cawthra gardens,True,cawthra gardens,590 Lolita Gardens,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Mississauga, L5A4N8,27.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,cawthra gardens,,,,,Mississauga,3521005.0,43.59302306,-79.60362445,192.0
Chartwell Master Care LP - Chartwell Aurora LTC Residence,182,201,55,18.7,1.4,15.4,1.0,25.9,1.3,chartwell master care lp - chartwell aurora long term care residence,True,chartwell aurora long term care residence,32 Mill Street,Central,For-Profit,Yes,Yes,Yes,Yes,Aurora, L4G2R9,28.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,chartwell aurora long term care residence,31,11,5,Active,Aurora,3519046.0,43.99779774,-79.47131474,235.0
Chartwell Master Care LP - Chartwell Ballycliffe,202,234,164,2.9,2.1,11.1,1.1,14.9,2.0,chartwell master care lp - chartwell ballycliffe,False,chartwell ballycliffe long term care residence,70 Station Street,Central East,For-Profit,No,Yes,Yes,Yes,Ajax, L1S1R9,65.0,"(46.0, 172.0]",3.0,43.0,"(23.0, 86.0]",3.0,7.0,"(5.0, 7.0]",1.0,chartwell ballycliffe long term care residence,5,30,31,Active,Ajax,3518005.0,43.85095764,-79.02534179,100.0
Chartwell Master Care LP - Chartwell Bon Air LTC Residence,231,241,LV,13.9,1.6,19.5,8.4,33.8,3.3,chartwell master care lp - chartwell bon air long term care residence,False,bon air long term care residence,131 Laidlaw Street South,Central East,For-Profit,Yes,Yes,Yes,Yes,Cannington, L0E1E0,21.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,bon air long term care residence,,,,,,,,,57.0
Chartwell Master Care LP - Chartwell Brant Centre LTC Residence,115.5,108,638,10.6,1.3,15.1,4.8,23.6,2.4,chartwell master care lp - chartwell brant centre long term care residence,True,chartwell brant centre long term care residence,1182 Northshore Blvd. East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Burlington, L7S1C5,42.0,"(31.0, 46.0]",2.0,13.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,chartwell brant centre long term care residence,,,,,Burlington,3524002.0,43.31651571,-79.80381069,175.0
Chartwell Master Care LP - Chartwell Champlain LTC Residence,124,148,29,15.6,3.2,17.5,0.0,43.7,0.9,chartwell master care lp - chartwell champlain long term care residence,False,champlain long term care residence,428 Front Road West,Champlain,For-Profit,No,Yes,Yes,Yes,L'Orignal, K0B1K0,30.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,champlain long term care residence,,,,,,,,,60.0
Chartwell Master Care LP - Chartwell Gibson LTC Residence,165.5,165.5,148,18.5,0.3,14.9,0.6,13.1,1.1,chartwell master care lp - chartwell gibson long term care residence,True,chartwell gibson long term care residence,1925 Steeles Avenue East,Central,For-Profit,No,Yes,No,Yes,North York, M2H2H3,57.0,"(46.0, 172.0]",3.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,chartwell gibson long term care residence,31,9,10,Active,Toronto,3520005.0,43.80765981,-79.37379369,202.0
Chartwell Master Care LP - Chartwell Pine Grove LTC Residence,272.5,242,NR,21.1,2.2,18.2,0.6,21.3,1.8,chartwell master care lp - chartwell pine grove long term care residence,True,chartwell pine grove long term care residence,8403 Islington Avenue North,Central West,For-Profit,Yes,Yes,Yes,Yes,Woodbridge, L4L1X3,15.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,chartwell pine grove long term care residence,0,0,<5,Active,Vaughan,3519028.0,43.797729,-79.58431476,96.0
Chartwell Master Care LP - Chartwell Royal Oak LTC Residence,88,100,NR,17.2,2.7,20.7,0.0,30.0,8.0,chartwell master care lp - chartwell royal oak long term care residence,True,chartwell royal oak long term care residence,1750 Division Road North,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Kingsville, N9Y4G7,72.0,"(46.0, 172.0]",3.0,40.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,chartwell royal oak long term care residence,,,,,Kingsville,3537013.0,42.0501946,-82.7375796,160.0
Chartwell Master Care LP - Chartwell Trilogy LTC Residence,263,264.5,LV,23.2,1.5,9.9,0.2,23.8,0.4,chartwell master care lp - chartwell trilogy long term care residence,True,chartwell trilogy long term care residence,340 McCowan Road,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1J3P4,31.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,chartwell trilogy long term care residence,,,,,Toronto,3520005.0,43.73848531,-79.23864245,197.0
Chartwell Master Care LP - Chartwell Waterford LTC Residence,196,218,LV,19.0,2.8,22.2,3.1,28.1,1.6,chartwell master care lp - chartwell waterford long term care residence,True,chartwell waterford long term care residence,2140 Baronwood Drive,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Oakville, L6M4V6,42.0,"(31.0, 46.0]",2.0,21.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,chartwell waterford long term care residence,<5,0,<5,Active,Oakville,3524001.0,43.42715623,-79.76303438,168.0
