,index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city_x,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,facility_name_clean,cleaned_name,name,address,city and postal code,LHIN,licensee,management,home type,beds,short stay,residents council,family council,accreditation,additional_info,city_y,postal code,number of beds,total_inspections,5y_inspections,Unnamed: 0,LTC Home,City,Beds,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status
51,2850.0,caressant care - cobden,retirement home,Nursing and residential care facilities,Province of Ontario,,12,wren drive,K0J1K0,cobden,on,,Whitewater Region,3547056.0,35.0,45.62876664,-76.88767295,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden,caressant care - cobden
52,2852.0,caressant care - harriston,retirement home,Nursing and residential care facilities,Province of Ontario,,24,louise street,N0G1Z0,minto,on,,Minto,3523043.0,35.0,43.91461596,-80.87806388,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston,caressant care - harriston
53,2856.0,caressant care arthur nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,215,eliza street,N0G1A0,arthur,on,,Wellington North,3523050.0,35.0,43.83174956,-80.53012776,caressant care arthur nursing home,caressant care arthur nursing home,CARESSANT CARE ARTHUR NURSING HOME,215 Eliza Street P.O. Box 700,"Arthur, N0G1A0",Waterloo Wellington,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 80 beds,No,Yes,Yes,Yes,,Arthur, N0G1A0,80.0,65.0,28.0,,,,,,,,
54,2857.0,caressant care bourget,long-term care home,Nursing and residential care facilities,Province of Ontario,,2279,laval road,K0A1E0,clarence-rockland,on,,Clarence-Rockland,3502036.0,35.0,45.43608988,-75.15507656,caressant care bourget,caressant care bourget,CARESSANT CARE BOURGET,2279 Laval Street P.O. Box 99,"Bourget, K0A1E0",Champlain,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Bourget, K0A1E0,60.0,116.0,56.0,,,,,,,,
55,2858.0,caressant care courtland,long-term care home,Nursing and residential care facilities,Province of Ontario,,4850,highway 59,N0J1E0,courtland,on,,Norfolk County,3528052.0,35.0,42.83110128,-80.63239781,caressant care courtland,caressant care courtland,CARESSANT CARE COURTLAND,4850 Hwy #59 P.O. Box 279,"Courtland, N0J1E0",South West,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 55 beds,No,Yes,No,Yes,,Courtland, N0J1E0,55.0,33.0,12.0,17.0,Caressant Care Courtland,Courtland,55.0,0,0,<5,Active
56,2859.0,caressant care fergus nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,450,queen street e,N1M2Y7,fergus,on,,Centre Wellington,3523025.0,35.0,43.70904655,-80.36985870000001,caressant care fergus nursing home,caressant care fergus nursing home,CARESSANT CARE FERGUS NURSING HOME,450 Queen Street East,"Fergus, N1M2Y7",Waterloo Wellington,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 87 beds,No,Yes,Yes,Yes,,Fergus, N1M2Y7,87.0,68.0,45.0,5.0,Caressant Care Fergus Nursing Home,Fergus,87.0,,0,,Inactive
57,2860.0,caressant care lindsay nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,240,mary street w,K9V5K5,kawartha lakes,on,,Kawartha Lakes,3516010.0,35.0,44.34327843,-78.75034644,caressant care lindsay nursing home,caressant care lindsay nursing home,CARESSANT CARE LINDSAY NURSING HOME,240 Mary Street West,"Lindsay, K9V5K5",Central East,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 124 beds,No,Yes,No,Yes,,Lindsay, K9V5K5,124.0,49.0,25.0,18.0,Caressant Care Lindsay Nursing Home,Lindsay,124.0,<5,0,<5,Active
58,2861.0,caressant care listowel nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,710,reserve avenue s,N4W2L1,listowel,on,,North Perth,3531040.0,35.0,43.72273922,-80.95335159,caressant care listowel nursing home,caressant care listowel nursing home,CARESSANT CARE LISTOWEL NURSING HOME,710 Reserve Avenue South,"Listowel, N4W2L1",South West,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 52 beds,Yes,Yes,No,Yes,,Listowel, N4W2L1,52.0,28.0,13.0,,,,,,,,
59,2862.0,caressant care marmora,long-term care home,Nursing and residential care facilities,Province of Ontario,,58,bursthall street,K0K2M0,marmora,on,,Marmora and Lake,3512046.0,35.0,44.48072361,-77.67733231,caressant care marmora,caressant care marmora,CARESSANT CARE MARMORA,58 Bursthall Street P.O. Box 429,"Marmora, K0K2M0",South East,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 84 beds,No,Yes,Yes,Yes,,Marmora, K0K2M0,84.0,47.0,27.0,,,,,,,,
60,2878.0,caressant care on bonnie place,long-term care home,Nursing and residential care facilities,Province of Ontario,,15,bonnie place,N5R5T8,saint thomas,on,,St. Thomas,3534021.0,35.0,42.77305945,-81.16165267,caressant care on bonnie place,caressant care on bonnie place,CARESSANT CARE ON BONNIE PLACE,15 Bonnie Place,"St Thomas, N5R5T8",South West,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 116 beds,No,Yes,No,Yes,,St Thomas, N5R5T8,116.0,87.0,34.0,6.0,Caressant Care on Bonnie Place,St Thomas,116.0,,0,,Inactive
61,2879.0,caressant care on mary bucke,long-term care home,Nursing and residential care facilities,Province of Ontario,,4,mary bucke street,N5R5J6,saint thomas,on,,St. Thomas,3534021.0,35.0,42.76681534,-81.16897487,caressant care on mary bucke,caressant care on mary bucke,CARESSANT CARE ON MARY BUCKE,4 Mary Bucke Street,"St. Thomas, N5R5J6",South West,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 60 beds,No,Yes,No,Yes,,St. Thomas, N5R5J6,60.0,36.0,13.0,,,,,,,,
62,2880.0,caressant care on mclaughlin road,long-term care home,Nursing and residential care facilities,Province of Ontario,,114,mclaughlin road,K9V6L1,kawartha lakes,on,,Kawartha Lakes,3516010.0,35.0,44.344764700000006,-78.7610205,caressant care on mclaughlin road,caressant care on mclaughlin road,CARESSANT CARE ON MCLAUGHLIN ROAD,114 McLaughlin Road,"Lindsay, K9V6L1",Central East,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Lindsay, K9V6L1,96.0,38.0,18.0,,,,,,,,
63,2881.0,caressant care woodstock nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,81,fyfe avenue,N4S8Y2,woodstock,on,,Woodstock,3532042.0,35.0,43.12334673,-80.74298547,caressant care woodstock nursing home,caressant care woodstock nursing home,CARESSANT CARE WOODSTOCK NURSING HOME,81 Fyfe Avenue,"Woodstock, N4S8Y2",South West,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 163 beds,Yes,Yes,Yes,Yes,,Woodstock, N4S8Y2,163.0,95.0,51.0,,,,,,,,
64,2884.0,carleton lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,55,lodge road,K2C3H1,ottawa,on,,Ottawa,3506008.0,35.0,45.26559733,-75.70705903,carleton lodge,carleton lodge,CARLETON LODGE,55 Lodge Road R. R. #2,"Nepean, K2C3H1",Champlain,City Of Ottawa,,Municipal,Home with approximately 161 beds,No,Yes,Yes,Yes,,Nepean, K2C3H1,161.0,29.0,23.0,,,,,,,,
65,2889.0,carlingview manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,2330,carling avenue,K2B7H1,ottawa,on,,Ottawa,3506008.0,35.0,45.36711344,-75.77672586,carlingview manor,carlingview manor,CARLINGVIEW MANOR,2330 Carling Avenue,"Ottawa, K2B7H1",Champlain,Carlingview Manor Operating Inc.,,For-Profit,Home with approximately 303 beds,No,Yes,Yes,Yes,,Ottawa, K2B7H1,303.0,105.0,57.0,19.0,Carlingview Manor,Ottawa,303.0,93,39,61,Active
66,2896.0,carveth care centre,retirement home,Nursing and residential care facilities,Province of Ontario,,375,james street,K7G2Z1,gananoque,on,,Gananoque,3507024.0,35.0,44.33633895,-76.1592067,carveth care centre,carveth care centre,CARVETH CARE CENTRE,375 James Street,"Gananoque, K7G2Z1",South East,Carveth Nursing Home Limited,,For-Profit,Home with approximately 104 beds,No,Yes,Yes,Yes,,Gananoque, K7G2Z1,104.0,29.0,19.0,,,,,,,,
67,2898.0,case manor care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,28,boyd street,K0M1A0,kawartha lakes,on,,Kawartha Lakes,3516010.0,35.0,44.54008478,-78.54103519,case manor care community,case manor care community,CASE MANOR CARE COMMUNITY,28 Boyd Street P.O. Box 670,"Bobcaygeon, K0M1A0",Central East,Specialty Care Case Manor Inc.,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Bobcaygeon, K0M1A0,96.0,24.0,17.0,7.0,Case Manor Care Community,Bobcaygeon,96.0,,0,,Inactive
68,2900.0,cassellholme,long-term care home,Nursing and residential care facilities,Province of Ontario,,400,olive street,P1B6J4,north bay,on,,North Bay,3548044.0,35.0,46.31926603,-79.44608166,cassellholme,cassellholme,CASSELLHOLME,400 Olive Street,"North Bay, P1B6J4",North East,Board Of Management Of The District Of Nipissing East,,Municipal,Home with approximately 240 beds,Yes,Yes,Yes,Yes,,North Bay, P1B6J4,240.0,47.0,25.0,20.0,Cassellholme,North Bay,240.0,<5,0,0,Active
69,2903.0,castleview wychwood towers,long-term care home,Nursing and residential care facilities,Province of Ontario,,351,christie street,M6G3C3,toronto,on,,Toronto,3520005.0,35.0,43.67317759,-79.42178559999999,castleview wychwood towers,castleview wychwood towers,CASTLEVIEW WYCHWOOD TOWERS,351 Christie Street,"Toronto, M6G3C3",Toronto Central,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 456 beds,Yes,Yes,Yes,Yes,,Toronto, M6G3C3,456.0,78.0,27.0,21.0,Castleview Wychwood Towers,Toronto,456.0,0,0,<5,Active
70,2908.0,cawthra gardens,long-term care home,Nursing and residential care facilities,Province of Ontario,,590,lolita gardens,L5A4N8,mississauga,on,,Mississauga,3521005.0,35.0,43.59302306,-79.60362445,cawthra gardens,cawthra gardens,CAWTHRA GARDENS,590 Lolita Gardens,"Mississauga, L5A4N8",Mississauga Halton,Delcare Ltc Inc.,Chartwell Seniors Housing Reit,For-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,Mississauga, L5A4N8,192.0,27.0,17.0,,,,,,,,
71,2917.0,cedarvale lodge retirement and care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,121,morton avenue,L4P2M5,georgina,on,,Georgina,3519070.0,35.0,44.232338,-79.456847,cedarvale lodge retirement and care community,cedarvale lodge retirement and care community,CEDARVALE LODGE RETIREMENT AND CARE COMMUNITY,121 Morton Avenue,"Keswick, L4P2M5",Central,Specialty Care Inc.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Keswick, L4P2M5,60.0,19.0,14.0,,,,,,,,
72,2918.0,cedarvale terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,429,walmer road,M5P2X9,toronto,on,,Toronto,3520005.0,35.0,43.68545859,-79.41242340000001,cedarvale terrace,cedarvale terrace,CEDARVALE TERRACE,429 Walmer Road,"Toronto, M5P2X9",Toronto Central,Cedarvale Terrace Ltc Inc. As General Partner Of Cedarvale Terrace Ltc Limited Partnership,,For-Profit,Home with approximately 218 beds,Yes,Yes,Yes,Yes,,Toronto, M5P2X9,218.0,65.0,25.0,22.0,Cedarvale Terrace,Toronto,218.0,0,0,<5,Active
73,2919.0,cedarwood lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,860,great northern road,P6B0B5,sault ste marie,on,,Sault Ste. Marie,3557061.0,35.0,46.55200831,-84.31955276,cedarwood lodge,cedarwood lodge,CEDARWOOD LODGE,860 Great Northern Road,"Sault Ste. Marie, P6A5K7",North East,Autumnwood Mature Lifestyle Communities Inc.,Universalcare Canada Inc.,For-Profit,Home with approximately 50 beds,No,Yes,Yes,No,,Sault Ste. Marie, P6A5K7,50.0,37.0,37.0,,,,,,,,
74,2920.0,cedarwood village,long-term care home,Nursing and residential care facilities,Province of Ontario,,500,queensway w,N3Y4R4,simcoe,on,,Norfolk County,3528052.0,35.0,42.8408326,-80.32971141,cedarwood village,cedarwood village,CEDARWOOD VILLAGE,500 Queensway West,"Simcoe, N3Y4R4",Hamilton Niagara Haldimand Brant (Hnhb),Maplewood Nursing Home Limited,,For-Profit,Home with approximately 91 beds,Yes,Yes,Yes,Yes,,Simcoe, N3Y4R4,91.0,34.0,25.0,,,,,,,,
75,2922.0,centennial place long-term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,2,centennial lane n,M5J2G2,millbrook,on,,Cavan Monaghan,3515013.0,35.0,44.1562909,-78.4477515,centennial place long-term care home,centennial place long-term care home,CENTENNIAL PLACE LONG-TERM CARE HOME,2 Centennial Lane North,"Millbrook, L0A1G0",Central East,Centennial Place Millbrook Inc.,,For-Profit,Home with approximately 128 beds,No,Yes,No,Yes,,Millbrook, L0A1G0,128.0,29.0,19.0,,,,,,,,
76,2939.0,centre d'accueil champlain,long-term care home,Nursing and residential care facilities,Province of Ontario,,275,perrier avenue,K1L5C6,ottawa,on,,Ottawa,3506008.0,35.0,45.44308406,-75.66040993,centre d'accueil champlain,centre d'accueil champlain,CENTRE D'ACCUEIL CHAMPLAIN,275 Perrier Street,"Vanier, K1L5C6",Champlain,City Of Ottawa,,Municipal,Home with approximately 160 beds,No,Yes,Yes,Yes,,Vanier, K1L5C6,160.0,122.0,86.0,23.0,Centre d'Accueil Champlain,Vanier,160.0,0,0,<5,Active
77,2941.0,centre d'accueil roger seguin,long-term care home,Nursing and residential care facilities,Province of Ontario,,435,lemay street,K0A1N0,clarence creek,on,,Clarence-Rockland,3502036.0,35.0,45.51025689,-75.21616879,centre d'accueil roger seguin,centre d'accueil roger seguin,CENTRE D'ACCUEIL ROGER SEGUIN,435 Lemay Street,"Clarence Creek, K0A1N0",Champlain,Centre D'accueil Roger Seguin,,Non-Profit,Home with approximately 110 beds,Yes,Yes,Yes,No,,Clarence Creek, K0A1N0,110.0,51.0,30.0,8.0,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,,0,,Inactive
78,2980.0,chartwell aurora long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,32,mill street,L4G2R9,aurora,on,,Aurora,3519046.0,35.0,43.99779774,-79.47131474,chartwell aurora long term care residence,chartwell aurora long term care residence,CHARTWELL AURORA LONG TERM CARE RESIDENCE,32 Mill Street,"Aurora, L4G2R9",Central,Chartwell Master Care Lp,,For-Profit,Home with approximately 235 beds,Yes,Yes,Yes,Yes,,Aurora, L4G2R9,235.0,28.0,13.0,24.0,Chartwell Aurora Long Term Care Residence,Aurora,235.0,31,11,5,Active
79,2982.0,chartwell aylmer long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,465,talbot street w,N5H1K8,aylmer,on,,Aylmer,3534011.0,35.0,42.77395085,-80.99760032,chartwell aylmer long term care residence,chartwell aylmer long term care residence,CHARTWELL AYLMER LONG TERM CARE RESIDENCE,465 Talbot Street West,"Aylmer, N5H1K8",South West,Chartwell Master Care Lp,,For-Profit,Home with approximately 64 beds,No,Yes,No,Yes,,Aylmer, N5H1K8,64.0,30.0,10.0,,,,,,,,
80,2983.0,chartwell ballycliffe long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,70,station street,L1S1R9,ajax,on,,Ajax,3518005.0,35.0,43.85095764,-79.02534179,chartwell ballycliffe long term care residence,chartwell ballycliffe long term care residence,CHARTWELL BALLYCLIFFE LONG TERM CARE RESIDENCE,70 Station Street,"Ajax, L1S1R9",Central East,Chartwell Master Care Lp,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Ajax, L1S1R9,100.0,65.0,43.0,25.0,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,5,30,31,Active
81,2990.0,chartwell bon air long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,131,laidlaw street s,L0E1E0,cannington,on,,Brock,3518039.0,35.0,44.34590892,-79.03751134,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence,chartwell bon air long term care residence
82,2991.0,chartwell brant centre long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,1182,northshore boulevard e,L7S1C5,burlington,on,,Burlington,3524002.0,35.0,43.31651571,-79.80381069,chartwell brant centre long term care residence,chartwell brant centre long term care residence,CHARTWELL BRANT CENTRE LONG TERM CARE RESIDENCE,1182 Northshore Blvd. East,"Burlington, L7S1C5",Hamilton Niagara Haldimand Brant (Hnhb),Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,,For-Profit,Home with approximately 175 beds,No,Yes,Yes,Yes,,Burlington, L7S1C5,175.0,42.0,13.0,,,,,,,,
83,2994.0,chartwell champlain long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,428,front road w,K0B1K0,lorignal,on,,Champlain,3502010.0,35.0,45.62972163,-74.67048831,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence,chartwell champlain long term care residence
