index,name,address,city and postal code,LHIN,licensee,management,home type,beds,short stay,residents council,family council,accreditation,additional_info,city,postal code,number of beds,total_inspections,quartiles_total_range,quartiles_total_rank,5y_inspections,quartiles_5y_range,quartiles_5y_rank,2y_inspections,quartiles_2y_range,quartiles_2y_rank,cleaned_name,Unnamed: 0,LTC Home,City,Beds,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status
66,CARESSANT CARE ON MARY BUCKE,4 Mary Bucke Street,"St. Thomas, N5R5J6",South West,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 60 beds,No,Yes,No,Yes,,St. Thomas, N5R5J6,60.0,36.0,"(31.0, 46.0]",2.0,13.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,caressant care on mary bucke,,,,,,,,
67,CARESSANT CARE ON MCLAUGHLIN ROAD,114 McLaughlin Road,"Lindsay, K9V6L1",Central East,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Lindsay, K9V6L1,96.0,38.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,5.0,"(0.0, 5.0]",0.0,caressant care on mclaughlin road,,,,,,,,
68,CARESSANT CARE WOODSTOCK NURSING HOME,81 Fyfe Avenue,"Woodstock, N4S8Y2",South West,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 163 beds,Yes,Yes,Yes,Yes,,Woodstock, N4S8Y2,163.0,95.0,"(46.0, 172.0]",3.0,51.0,"(23.0, 86.0]",3.0,21.0,"(11.0, 44.0]",3.0,caressant care woodstock nursing home,,,,,,,,
69,CARLETON LODGE,55 Lodge Road R. R. #2,"Nepean, K2C3H1",Champlain,City Of Ottawa,,Municipal,Home with approximately 161 beds,No,Yes,Yes,Yes,,Nepean, K2C3H1,161.0,29.0,"(21.0, 31.0]",1.0,23.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,carleton lodge,,,,,,,,
70,CARLINGVIEW MANOR,2330 Carling Avenue,"Ottawa, K2B7H1",Champlain,Carlingview Manor Operating Inc.,,For-Profit,Home with approximately 303 beds,No,Yes,Yes,Yes,,Ottawa, K2B7H1,303.0,105.0,"(46.0, 172.0]",3.0,57.0,"(23.0, 86.0]",3.0,31.0,"(11.0, 44.0]",3.0,carlingview manor,19.0,Carlingview Manor,Ottawa,303.0,93,39,61,Active
71,CARVETH CARE CENTRE,375 James Street,"Gananoque, K7G2Z1",South East,Carveth Nursing Home Limited,,For-Profit,Home with approximately 104 beds,No,Yes,Yes,Yes,,Gananoque, K7G2Z1,104.0,29.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,carveth care centre,,,,,,,,
72,CASE MANOR CARE COMMUNITY,28 Boyd Street P.O. Box 670,"Bobcaygeon, K0M1A0",Central East,Specialty Care Case Manor Inc.,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Bobcaygeon, K0M1A0,96.0,24.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,case manor care community,7.0,Case Manor Care Community,Bobcaygeon,96.0,,0,,Inactive
73,CASSELLHOLME,400 Olive Street,"North Bay, P1B6J4",North East,Board Of Management Of The District Of Nipissing East,,Municipal,Home with approximately 240 beds,Yes,Yes,Yes,Yes,,North Bay, P1B6J4,240.0,47.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,cassellholme,20.0,Cassellholme,North Bay,240.0,<5,0,0,Active
74,CASTLEVIEW WYCHWOOD TOWERS,351 Christie Street,"Toronto, M6G3C3",Toronto Central,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 456 beds,Yes,Yes,Yes,Yes,,Toronto, M6G3C3,456.0,78.0,"(46.0, 172.0]",3.0,27.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,castleview wychwood towers,21.0,Castleview Wychwood Towers,Toronto,456.0,0,0,<5,Active
75,CAWTHRA GARDENS,590 Lolita Gardens,"Mississauga, L5A4N8",Mississauga Halton,Delcare Ltc Inc.,Chartwell Seniors Housing Reit,For-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,Mississauga, L5A4N8,192.0,27.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,cawthra gardens,,,,,,,,
76,CEDARVALE LODGE RETIREMENT AND CARE COMMUNITY,121 Morton Avenue,"Keswick, L4P2M5",Central,Specialty Care Inc.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Keswick, L4P2M5,60.0,19.0,"(0.0, 21.0]",0.0,14.0,"(11.0, 16.0]",1.0,10.0,"(7.0, 11.0]",2.0,cedarvale lodge retirement and care community,,,,,,,,
77,CEDARVALE TERRACE,429 Walmer Road,"Toronto, M5P2X9",Toronto Central,Cedarvale Terrace Ltc Inc. As General Partner Of Cedarvale Terrace Ltc Limited Partnership,,For-Profit,Home with approximately 218 beds,Yes,Yes,Yes,Yes,,Toronto, M5P2X9,218.0,65.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,cedarvale terrace,22.0,Cedarvale Terrace,Toronto,218.0,0,0,<5,Active
78,CEDARWOOD LODGE,860 Great Northern Road,"Sault Ste. Marie, P6A5K7",North East,Autumnwood Mature Lifestyle Communities Inc.,Universalcare Canada Inc.,For-Profit,Home with approximately 50 beds,No,Yes,Yes,No,,Sault Ste. Marie, P6A5K7,50.0,37.0,"(31.0, 46.0]",2.0,37.0,"(23.0, 86.0]",3.0,5.0,"(0.0, 5.0]",0.0,cedarwood lodge,,,,,,,,
79,CEDARWOOD VILLAGE,500 Queensway West,"Simcoe, N3Y4R4",Hamilton Niagara Haldimand Brant (Hnhb),Maplewood Nursing Home Limited,,For-Profit,Home with approximately 91 beds,Yes,Yes,Yes,Yes,,Simcoe, N3Y4R4,91.0,34.0,"(31.0, 46.0]",2.0,25.0,"(23.0, 86.0]",3.0,13.0,"(11.0, 44.0]",3.0,cedarwood village,,,,,,,,
80,CENTENNIAL PLACE LONG-TERM CARE HOME,2 Centennial Lane North,"Millbrook, L0A1G0",Central East,Centennial Place Millbrook Inc.,,For-Profit,Home with approximately 128 beds,No,Yes,No,Yes,,Millbrook, L0A1G0,128.0,29.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,centennial place long-term care home,,,,,,,,
81,CENTRE D'ACCUEIL CHAMPLAIN,275 Perrier Street,"Vanier, K1L5C6",Champlain,City Of Ottawa,,Municipal,Home with approximately 160 beds,No,Yes,Yes,Yes,,Vanier, K1L5C6,160.0,122.0,"(46.0, 172.0]",3.0,86.0,"(23.0, 86.0]",3.0,44.0,"(11.0, 44.0]",3.0,centre d'accueil champlain,23.0,Centre d'Accueil Champlain,Vanier,160.0,0,0,<5,Active
82,CENTRE D'ACCUEIL ROGER SEGUIN,435 Lemay Street,"Clarence Creek, K0A1N0",Champlain,Centre D'accueil Roger Seguin,,Non-Profit,Home with approximately 110 beds,Yes,Yes,Yes,No,,Clarence Creek, K0A1N0,110.0,51.0,"(46.0, 172.0]",3.0,30.0,"(23.0, 86.0]",3.0,20.0,"(11.0, 44.0]",3.0,centre d'accueil roger seguin,8.0,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,,0,,Inactive
83,CHAMPLAIN LONG TERM CARE RESIDENCE,428 Front Road West,"L'Orignal, K0B1K0",Champlain,"Dtoc Ii Long Term Care Lp, By Its General Partner, Dtoc Ii Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Ii Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Responsive Health Management Inc.,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,L'Orignal, K0B1K0,60.0,30.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,champlain long term care residence,,,,,,,,
84,CHARTWELL AURORA LONG TERM CARE RESIDENCE,32 Mill Street,"Aurora, L4G2R9",Central,Chartwell Master Care Lp,,For-Profit,Home with approximately 235 beds,Yes,Yes,Yes,Yes,,Aurora, L4G2R9,235.0,28.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,chartwell aurora long term care residence,24.0,Chartwell Aurora Long Term Care Residence,Aurora,235.0,31,11,5,Active
85,CHARTWELL AYLMER LONG TERM CARE RESIDENCE,465 Talbot Street West,"Aylmer, N5H1K8",South West,Chartwell Master Care Lp,,For-Profit,Home with approximately 64 beds,No,Yes,No,Yes,,Aylmer, N5H1K8,64.0,30.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,chartwell aylmer long term care residence,,,,,,,,
86,CHARTWELL BALLYCLIFFE LONG TERM CARE RESIDENCE,70 Station Street,"Ajax, L1S1R9",Central East,Chartwell Master Care Lp,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Ajax, L1S1R9,100.0,65.0,"(46.0, 172.0]",3.0,43.0,"(23.0, 86.0]",3.0,7.0,"(5.0, 7.0]",1.0,chartwell ballycliffe long term care residence,25.0,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,5,30,31,Active
87,CHARTWELL BRANT CENTRE LONG TERM CARE RESIDENCE,1182 Northshore Blvd. East,"Burlington, L7S1C5",Hamilton Niagara Haldimand Brant (Hnhb),Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,,For-Profit,Home with approximately 175 beds,No,Yes,Yes,Yes,,Burlington, L7S1C5,175.0,42.0,"(31.0, 46.0]",2.0,13.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,chartwell brant centre long term care residence,,,,,,,,
88,CHARTWELL ELMIRA LONG TERM CARE RESIDENCE,11 Herbert Street,"Elmira, N3B2B8",Waterloo Wellington,Chartwell Master Care Lp,,For-Profit,Home with approximately 48 beds,No,Yes,No,Yes,,Elmira, N3B2B8,48.0,17.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,chartwell elmira long term care residence,9.0,Chartwell Elmira Long Term Care Residence,Elmira,48.0,,0,,Inactive
89,CHARTWELL GIBSON LONG TERM CARE RESIDENCE,1925 Steeles Avenue East,"North York, M2H2H3",Central,Chartwell Master Care Lp,,For-Profit,Home with approximately 202 beds,No,Yes,No,Yes,,North York, M2H2H3,202.0,57.0,"(46.0, 172.0]",3.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,chartwell gibson long term care residence,26.0,Chartwell Gibson Long Term Care Residence,North York,202.0,31,9,10,Active
90,CHARTWELL LONDON LONG TERM CARE RESIDENCE,2000 Blackwater Road,"London, N5X4K6",South West,Chartwell Master Care Lp,,For-Profit,Home with approximately 95 beds,No,Yes,No,Yes,,London, N5X4K6,95.0,43.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,chartwell london long term care residence,,,,,,,,
91,CHARTWELL PARKHILL LONG TERM CARE RESIDENCE,250 Tain Street P.O. Box 129,"Parkhill, N0M2K0",South West,Chartwell Master Care Lp,,For-Profit,Home with approximately 59 beds,No,Yes,No,Yes,,Parkhill, N0M2K0,59.0,21.0,"(0.0, 21.0]",0.0,14.0,"(11.0, 16.0]",1.0,10.0,"(7.0, 11.0]",2.0,chartwell parkhill long term care residence,,,,,,,,
92,CHARTWELL PINE GROVE LONG TERM CARE RESIDENCE,8403 Islington Avenue North,"Woodbridge, L4L1X3",Central West,Chartwell Master Care Lp,,For-Profit,Home with approximately 101 beds,Yes,Yes,Yes,Yes,,Woodbridge, L4L1X3,101.0,15.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,chartwell pine grove long term care residence,27.0,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,0,0,<5,Active
93,CHARTWELL ROYAL OAK LONG TERM CARE RESIDENCE,1750 Division Road North,"Kingsville, N9Y4G7",Erie St. Clair,Chartwell Master Care Lp,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Kingsville, N9Y4G7,160.0,72.0,"(46.0, 172.0]",3.0,40.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,chartwell royal oak long term care residence,,,,,,,,
94,CHARTWELL TRILOGY LONG TERM CARE RESIDENCE,340 McCowan Road,"Scarborough, M1J3P4",Central East,Trilogy Ltc Inc.,,For-Profit,Home with approximately 197 beds,Yes,Yes,Yes,Yes,,Scarborough, M1J3P4,197.0,31.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,chartwell trilogy long term care residence,,,,,,,,
95,CHARTWELL WATERFORD LONG TERM CARE RESIDENCE,2140 Baronwood Drive,"Oakville, L6M4V6",Mississauga Halton,Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,,For-Profit,Home with approximately 168 beds,No,Yes,Yes,Yes,,Oakville, L6M4V6,168.0,42.0,"(31.0, 46.0]",2.0,21.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,chartwell waterford long term care residence,28.0,Chartwell Waterford Long Term Care Residence,Oakville,168.0,<5,0,<5,Active
96,CHARTWELL WENLEIGH LONG TERM CARE RESIDENCE,2065 Leanne Boulevard,"Mississauga, L5K2L6",Mississauga Halton,Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,,For-Profit,Home with approximately 161 beds,No,Yes,Yes,Yes,,Mississauga, L5K2L6,161.0,27.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,chartwell wenleigh long term care residence,,,,,,,,
97,CHARTWELL WESTBURY LONG TERM CARE RESIDENCE,495 The West Mall,"Etobicoke, M9C5S3",Mississauga Halton,Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,,For-Profit,Home with approximately 187 beds,No,Yes,Yes,Yes,,Etobicoke, M9C5S3,187.0,20.0,"(0.0, 21.0]",0.0,12.0,"(11.0, 16.0]",1.0,3.0,"(0.0, 5.0]",0.0,chartwell westbury long term care residence,29.0,Chartwell Westbury Long Term Care Residence,Etobicoke,187.0,61,20,23,Active
98,CHARTWELL WESTMOUNT LONG TERM CARE RESIDENCE,200 David Bergey Drive,"Kitchener, N2E3Y4",Waterloo Wellington,Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,,For-Profit,Home with approximately 161 beds,No,Yes,Yes,Yes,,Kitchener, N2E3Y4,161.0,44.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,chartwell westmount long term care residence,30.0,Chartwell Westmount Long Term Care Residence,Kitchener,160.0,<5,0,0,Active
99,CHARTWELL WHITE EAGLE LONG TERM CARE RESIDENCE,138 Dowling Avenue,"Toronto, M6K3A6",Toronto Central,Chartwell Master Care Lp,,For-Profit,Home with approximately 57 beds,Yes,Yes,Yes,Yes,,Toronto, M6K3A6,57.0,13.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,chartwell white eagle long term care residence,31.0,Chartwell White Eagle Long Term Care Residence,Toronto,56.0,26,11,9,Active
100,CHARTWELL WILLOWGROVE LONG TERM CARE RESIDENCE,1217 Old Mohawk Road,"Ancaster, L9K1P6",Hamilton Niagara Haldimand Brant (Hnhb),Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,,For-Profit,Home with approximately 169 beds,No,Yes,Yes,Yes,,Ancaster, L9K1P6,169.0,24.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,chartwell willowgrove long term care residence,,,,,,,,
101,CHARTWELL WOODHAVEN LONG TERM CARE RESIDENCE,380 Church Street,"Markham, L6B1E1",Central,Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,,For-Profit,Home with approximately 192 beds,Yes,No,Yes,Yes,,Markham, L6B1E1,192.0,30.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,chartwell woodhaven long term care residence,32.0,Chartwell Woodhaven Long Term Care Residence,Markham,192.0,0,0,<5,Active
102,CHARTWELL WYNFIELD LONG TERM CARE RESIDENCE,451 Woodmount Drive,"Oshawa, L1G8E3",Central East,Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,,For-Profit,Home with approximately 172 beds,No,Yes,Yes,Yes,,Oshawa, L1G8E3,172.0,27.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,chartwell wynfield long term care residence,,,,,,,,
103,CHATEAU PARK LONG TERM CARE HOME,2990 B Riverside Drive West,"Windsor, N9C1A2",Erie St. Clair,"Dtoc Long Term Care Lp, By Its General Partner, Dtoc Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Universalcare Canada Inc.,For-Profit,Home with approximately 59 beds,No,Yes,Yes,Yes,,Windsor, N9C1A2,59.0,16.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,chateau park long term care home,,,,,,,,
104,CHELSEY PARK,310 Oxford Street West,"London, N6H4N6",South West,"Cvh (No. 3) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)","Diversicare Canada Management Services Co., Inc.",For-Profit,Home with approximately 247 beds,Yes,Yes,Yes,Yes,,London, N6H4N6,247.0,73.0,"(46.0, 172.0]",3.0,36.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,chelsey park,10.0,Chelsey Park,London,247.0,,0,,Inactive
105,CHELTENHAM CARE COMMUNITY,5935 Bathurst Street,"North York, M2R1Y8",Central,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 170 beds,Yes,Yes,Yes,Yes,,North York, M2R1Y8,170.0,30.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,9.0,"(7.0, 11.0]",2.0,cheltenham care community,,,,,,,,
106,CHESTER VILLAGE,3555 Danforth Avenue,"Toronto, M1L1E3",Toronto Central,Broadview Foundation,,Non-Profit,Home with approximately 203 beds,No,Yes,Yes,Yes,,Toronto, M1L1E3,203.0,23.0,"(21.0, 31.0]",1.0,7.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,chester village,,,,,,,,
108,CLARION NURSING HOME,337 Highway #8,"Stoney Creek, L8G1E7",Hamilton Niagara Haldimand Brant (Hnhb),Clarion Nursing Homes Limited,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Stoney Creek, L8G1E7,100.0,22.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,clarion nursing home,11.0,Clarion Nursing Home,Stoney Creek,100.0,,0,,Inactive
109,COLEMAN CARE CENTRE,140 Cundles Road West,"Barrie, L4N9X8",North Simcoe Muskoka,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 112 beds,No,Yes,Yes,Yes,,Barrie, L4N9X8,112.0,19.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,coleman care centre,,,,,,,,
110,COLLINGWOOD NURSING HOME,250 Campbell Street,"Collingwood, L9Y4J9",North Simcoe Muskoka,Collingwood Nursing Home Limited,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Collingwood, L9Y4J9,60.0,23.0,"(21.0, 31.0]",1.0,15.0,"(11.0, 16.0]",1.0,13.0,"(11.0, 44.0]",3.0,collingwood nursing home,,,,,,,,
111,COLUMBIA FOREST,650 Mountain Maple Avenue,"Waterloo, N2V2P7",Waterloo Wellington,Revera Long Term Care Inc.,,For-Profit,Home with approximately 156 beds,No,Yes,Yes,Yes,,Waterloo, N2V2P7,156.0,44.0,"(31.0, 46.0]",2.0,12.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,columbia forest,,,,,,,,
112,COOKSVILLE CARE CENTRE,55 The Queensway West,"Mississauga, L5B1B5",Mississauga Halton,Rykka Care Centres Lp,,For-Profit,Home with approximately 192 beds,Yes,Yes,Yes,Yes,,Mississauga, L5B1B5,192.0,65.0,"(46.0, 172.0]",3.0,24.0,"(23.0, 86.0]",3.0,11.0,"(7.0, 11.0]",2.0,cooksville care centre,33.0,Cooksville Care Centre,Mississauga,192.0,40,6,17,Active
113,COPERNICUS LODGE,66 Roncesvalles Avenue,"Toronto, M6R3A7",Toronto Central,Copernicus Lodge,,Non-Profit,Home with approximately 228 beds,Yes,Yes,Yes,No,,Toronto, M6R3A7,228.0,24.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,copernicus lodge,34.0,Copernicus Lodge,Toronto,228.0,0,0,<5,Active
114,COPPER TERRACE,91 Tecumseh Road,"Chatham, N7M1B3",Erie St. Clair,Copper Terrace Limited,Apans Inc.,For-Profit,Home with approximately 138 beds,Yes,Yes,Yes,Yes,,Chatham, N7M1B3,138.0,94.0,"(46.0, 172.0]",3.0,50.0,"(23.0, 86.0]",3.0,20.0,"(11.0, 44.0]",3.0,copper terrace,,,,,,,,
115,COUNTRY LANE LONG TERM CARE RESIDENCE,"R. R. #3, 317079 Hwy 6 & 10","Chatsworth, N0H1G0",South West,Grosvenor Health Care Partnership (No. 3),Revera Long Term Care Inc.,For-Profit,Home with approximately 34 beds,No,Yes,Yes,Yes,,Chatsworth, N0H1G0,34.0,21.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,country lane long term care residence,,,,,,,,
116,COUNTRY TERRACE,10072 Oxbow Drive R.R. #3,"Komoka, N0L1R0",South West,Omni Healthcare (Ct) Gpco Ltd. As General Partner Of Omni Healthcare (Country Terrace) Limited Partnershippartner,,For-Profit,Home with approximately 120 beds,Yes,Yes,No,Yes,,Komoka, N0L1R0,120.0,83.0,"(46.0, 172.0]",3.0,30.0,"(23.0, 86.0]",3.0,11.0,"(7.0, 11.0]",2.0,country terrace,,,,,,,,
117,COUNTRY VILLAGE HOMES - WOODSLEE,440 County Road 8 R. R. #2,"Woodslee, N0R1V0",Erie St. Clair,"Cvh (No. 5) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",Kanata Living Inc.,For-Profit,Home with approximately 104 beds,No,Yes,Yes,Yes,,Woodslee, N0R1V0,104.0,62.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,9.0,"(7.0, 11.0]",2.0,country village homes - woodslee,35.0,Country Village Homes - Woodslee,Woodslee,104.0,0,18,<5,Active
118,CRAIGHOLME,221 Main Street R. R. #1,"Ailsa Craig, N0M1A0",South West,Craigwiel Gardens,,Non-Profit,Home with approximately 83 beds,Yes,Yes,Yes,No,stutti@craigwielgardens.on.ca   ,Ailsa Craig, N0M1A0,83.0,51.0,"(46.0, 172.0]",3.0,21.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,craigholme,,,,,,,,
119,CRAIGLEE NURSING HOME,102 Craiglee Drive,"Scarborough, M1N2M7",Central East,Craiglee Nursing Home Limited,Extendicare (Canada) Inc.,For-Profit,Home with approximately 169 beds,No,Yes,Yes,Yes,,Scarborough, M1N2M7,169.0,65.0,"(46.0, 172.0]",3.0,26.0,"(23.0, 86.0]",3.0,17.0,"(11.0, 44.0]",3.0,craiglee nursing home,36.0,Craiglee Nursing Home,Scarborough,169.0,<5,<5,7,Active
120,CREEDAN VALLEY CARE COMMUNITY,143 Mary Street,"Creemore, L0M1G0",North Simcoe Muskoka,2063412 Ontario Limited As General Partner Of 2063412 Investment Lp,,For-Profit,Home with approximately 95 beds,No,Yes,Yes,Yes,,Creemore, L0M1G0,95.0,26.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,11.0,"(7.0, 11.0]",2.0,creedan valley care community,,,,,,,,
121,CREEK WAY VILLAGE,5200 Corporate Drive,"Burlington, L7L7G7",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Halton,,Municipal,Home with approximately 144 beds,No,Yes,Yes,Yes,,Burlington, L7L7G7,144.0,30.0,"(21.0, 31.0]",1.0,15.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,creek way village,,,,,,,,
122,CRESCENT PARK LODGE,4 Hagey Avenue,"Fort Erie, L2A5M5",Hamilton Niagara Haldimand Brant (Hnhb),955464 Ontario Limited,,For-Profit,Home with approximately 68 beds,Yes,Yes,Yes,Yes,,Fort Erie, L2A5M5,68.0,26.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,crescent park lodge,,,,,,,,
123,CROWN RIDGE PLACE,106 Crown Street,"Trenton, K8V6R3",South East,Crown Ridge Health Care Services Inc.,,For-Profit,Home with approximately 116 beds,Yes,Yes,Yes,Yes,,Trenton, K8V6R3,116.0,24.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,crown ridge place,,,,,,,,
124,CUMMER LODGE,205 Cummer Avenue,"North York, M2M2E8",Central,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 391 beds,Yes,Yes,Yes,Yes,,North York, M2M2E8,391.0,50.0,"(46.0, 172.0]",3.0,27.0,"(23.0, 86.0]",3.0,13.0,"(11.0, 44.0]",3.0,cummer lodge,37.0,Cummer Lodge,North York,391.0,<5,<5,0,Active
126,DEARNESS HOME FOR SENIOR CITIZENS,710 Southdale Road East,"London, N6E1R8",South West,The Corporation Of The City Of London,,Municipal,Home with approximately 243 beds,Yes,Yes,Yes,Yes,"datars bere, dearness home managing director ",London, N6E1R8,243.0,76.0,"(46.0, 172.0]",3.0,33.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,dearness home for senior citizens,,,,,,,,
127,DEER PARK VILLA,150 Central Avenue,"Grimsby, L3M4Z3",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 39 beds,No,Yes,No,Yes,,Grimsby, L3M4Z3,39.0,14.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,deer park villa,,,,,,,,
128,DEERWOOD CREEK CARE COMMUNITY,70 Humberline Drive,"Etobicoke, M9W7H3",Central West,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Etobicoke, M9W7H3,160.0,33.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,deerwood creek care community,,,,,,,,
