name,cleaned_name,address,LHIN,home_type,city,postal_code,short_stay,residents_council,family_council,accreditation,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,antipsychotic_percent,depression_percent,falls_percent,pressure_ulcers_percent,pain_percent,restraints_percent,confirmed_resident_cases,resident_deaths,confirmed_staff_cases,status,number_beds,CSDname,CSDuid,latitude,longitude
STREAMWAY VILLA,streamway villa,19 James Street West,Central East,For-Profit,Cobourg, K9A2J8,No,Yes,No,Yes,24,11,6,9,2,2,6,2,2,5,3,1,16.4,23.9,11.2,1.4,3.9,0,,,,,59,Cobourg,3514021,43.96205389,-78.16781002
THE VILLAGE GREEN NURSING HOME,the village green nursing home,166 Pleasant Drive P.O. Box 94,South East,For-Profit,Selby, K0K2Z0,No,Yes,Yes,Yes,28,16,5,7,4,0,11,7,4,3,1,0,17.6,14.7,10.4,1.8,2.2,0,,,,,66,Greater Napanee,3511015,44.30037081,-76.98430987
THE WILLOWS ESTATE NURSING HOME,the willows estate nursing home,13837 Yonge Street,Central,For-Profit,Aurora, L4G3G8,No,Yes,No,Yes,23,15,10,10,5,5,3,2,2,6,4,2,14.7,13.5,8.9,2.4,6.9,1.3,,,,,84,Aurora,3519046,43.96549464,-79.45862614
WOODLAND VILLA,woodland villa,30 Milles Roches Road R. R. #1,Champlain,For-Profit,Long Sault, K0C1P0,No,Yes,Yes,Yes,44,22,6,19,8,3,11,5,1,8,5,0,15.9,16.3,13.2,0.9,3.1,9.7,,0,,Inactive,111,South Stormont,3501011,45.03376712,-74.88721694
ONEIDA NATION OF THE THAMES LONG-TERM CARE HOME (TSI' NU: YOYANTLE' NA' TUHUWATISNI),oneida nation of the thames long-term care home (tsi' nu: yoyantle' na' tuhuwatisni),"2229 Elm Avenue, R.R. #2",South West,Non-Profit,Southwold, N0L2G0,No,Yes,Yes,No,39,19,5,23,7,0,7,5,4,3,3,1,17.3,31.6,17.8,2.6,4.5,1.1,,,,,64,Oneida 41,3539021,42.81734514,-81.41178225
PARKVIEW NURSING CENTRE,parkview nursing centre,545 King Street West,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Hamilton, L8P1C1,No,Yes,Yes,Yes,14,9,5,7,4,3,2,2,2,0,0,0,22.5,13.2,19.7,2.7,2,2.5,,,,,126,Hamilton,3525005,43.26103249,-79.88486411
GARDENVIEW LONG TERM CARE HOME,gardenview long term care home,72 Town Centre Drive,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Townsend, N0A1S0,No,Yes,Yes,No,18,14,2,8,6,2,1,0,0,5,5,0,20.1,6.6,29.5,3.3,11.9,3.4,,0,,Inactive,64,Haldimand County,3528018,42.88836551,-80.14081206
DELHI LONG TERM CARE CENTRE,delhi long term care centre,750 Gibraltar Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Delhi, N4B3B3,No,Yes,No,Yes,27,13,3,5,3,0,8,4,1,11,6,1,12,38.2,16.6,3.8,4.5,0,,,,,60,Norfolk County,3528052,42.8420406,-80.4905752
GOLDEN YEARS NURSING HOME,golden years nursing home,704 Eagle Street North P.O. Box 3277,Waterloo Wellington,For-Profit,Cambridge, N3H4T3,No,Yes,Yes,No,56,26,12,23,10,4,11,6,4,13,8,4,34,30.4,19.9,4.7,4.2,0,,0,,Inactive,88,Cambridge,3530010,43.4042795,-80.35454667
PEOPLECARE A.R. GOUDIE KITCHENER,peoplecare a.r. goudie kitchener,369 Frederick Street,Waterloo Wellington,Non-Profit,Kitchener, N2H2P1,No,Yes,Yes,Yes,32,17,7,13,7,5,13,5,2,2,2,0,23.8,29.3,17.5,2.6,4.4,0,<5,9,18,Active,80,Kitchener,3530013,43.4564955,-80.47446971
PEOPLECARE HILLTOP MANOR CAMBRIDGE,peoplecare hilltop manor cambridge,42 Elliott Street,Waterloo Wellington,For-Profit,Cambridge, N1R2J2,No,Yes,Yes,Yes,42,23,6,15,8,2,18,10,3,7,7,3,26,27.3,19.6,4,4.3,0,,0,,Inactive,185,Cambridge,3530010,43.35352749,-80.30996865
PEOPLECARE OAKCROSSING LONDON,peoplecare oakcrossing london,1242 Oakcrossing Road,South West,For-Profit,London, N6H0G2,No,Yes,Yes,Yes,83,27,14,47,14,6,30,9,7,1,1,1,29.4,31.8,23.4,1.4,2.4,0,,0,,Inactive,160,London,3539036,42.99044098,-81.31277543
PEOPLECARE TAVISTOCK,peoplecare tavistock,28 William Street North P.O. Box 460,South West,For-Profit,Tavistock, N0B2R0,Yes,Yes,No,Yes,22,10,5,7,3,2,10,4,3,0,0,0,27.9,26.9,12.7,3.8,2.7,0,,,,,100,East Zorra-Tavistock,3532038,43.31908376,-80.83917752
THE PERLEY AND RIDEAU VETERANS' HEALTH CENTRE,the perley and rideau veterans' health centre,1750 Russell Road,Champlain,Non-Profit,Ottawa, K1G5Z6,Yes,Yes,Yes,Yes,89,50,19,25,17,7,41,17,7,19,11,3,21.8,32.1,16.8,1.7,8.1,11,,11,,Inactive,450,Ottawa,3506008,45.40374035,-75.63671562
PLEASANT MANOR RETIREMENT VILLAGE,pleasant manor retirement village,15 Elden Street Box 500,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Virgil, L0S1T0,No,Yes,No,No,14,9,3,3,1,1,3,2,2,4,4,1,12.9,36.9,13.2,2.2,8,4,,,,,41,Niagara-on-the-Lake,3526047,43.22673892,-79.12186246
KING CITY LODGE NURSING HOME,king city lodge nursing home,146 Fog Road,Central,For-Profit,King City, L7B1A3,No,Yes,Yes,Yes,13,8,3,7,4,3,1,0,0,1,1,0,17.3,23.4,11.2,1.2,8.5,1,,,,,36,King,3519049,43.97147063,-79.55151987
BURTON MANOR,burton manor,5 Sterritt Drive,Central West,For-Profit,Brampton, L6Y5P3,No,Yes,Yes,Yes,27,9,6,11,2,1,8,3,3,6,3,2,24.8,24.7,13.6,2.8,0.5,11.1,0,11,<5,Active,128,Brampton,3521010,43.66143557,-79.77341911
THE HENLEY HOUSE,the henley house,20 Ernest Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,St. Catharines, L2N7T2,No,Yes,Yes,Yes,54,23,12,26,12,5,18,6,6,10,4,1,30.4,35,17.8,4.7,2.1,7.4,,0,,Inactive,160,St. Catharines,3526053,43.18492631,-79.2578661
HENLEY PLACE,henley place,1961 Cedarhollow Blvd,South West,For-Profit,London, N5X0K2,No,Yes,Yes,Yes,62,44,19,31,18,5,20,17,10,6,5,2,25.3,31.5,20.5,3.8,1.7,16.3,<5,0,0,Active,192,London,3539036,43.04540679,-81.21472021
PROVIDENCE MANOR,providence manor,275 Sydenham Street,South East,Non-Profit,Kingston, K7K1G7,Yes,Yes,Yes,Yes,71,50,18,23,17,7,32,21,9,15,10,3,16.2,25.9,18.7,2.5,29.5,9.1,,0,,Inactive,243,Kingston,3510010,44.23553812,-76.4854634
ERRINRUNG LONG TERM CARE HOME,errinrung long term care home,67 Bruce Street P.O. Box 7069,South West,For-Profit,Thornbury, N0H2P0,Yes,Yes,Yes,Yes,30,13,5,19,7,2,3,1,1,2,2,2,26.7,28.1,16.4,2.9,4.3,0,,,,,60,The Blue Mountains,3542045,44.55940799,-80.45518861
QUEENSWAY LONG TERM CARE HOME,queensway long term care home,100 Queen Street East P.O. Box 369,South West,For-Profit,Hensall, N0M1X0,Yes,Yes,Yes,Yes,26,11,7,16,4,3,5,4,4,1,1,0,19.5,25.2,13.9,1,10.9,3.6,,,,,60,Bluewater,3540010,43.43497405,-81.50347404
REGENCY LONG TERM CARE HOME,regency long term care home,66 Dorset Street East,Central East,For-Profit,Port Hope, L1A1E3,Yes,Yes,Yes,Yes,26,13,4,5,2,0,9,5,3,9,2,0,24.5,24.2,15.4,2.3,1,1.4,,,,,60,Port Hope,3514020,43.95079819,-78.28804066
SHELBURNE LONG TERM CARE HOME,shelburne long term care home,200 Robert Street P.O. Box 156,Central West,For-Profit,Shelburne, L0N1S1,Yes,Yes,Yes,Yes,22,15,9,9,4,3,4,2,1,6,6,4,18.5,23.5,26.2,2.6,1.5,0,,18,,Inactive,60,Shelburne,3522021,44.08301872,-80.20421248
FAIRVIEW LODGE,fairview lodge,632 Dundas Street West P.O. Box 300,Central East,Municipal,Whitby, L1N5S3,No,Yes,Yes,Yes,46,27,11,18,11,7,19,8,3,2,2,0,16.9,33.8,26.6,3.3,3.1,6.5,,0,,Inactive,198,Whitby,3518009,43.87912064,-78.95110927
HILLSDALE ESTATES,hillsdale estates,590 Oshawa Blvd. North,Central East,Municipal,Oshawa, L1G5T9,No,Yes,Yes,Yes,52,31,14,23,11,5,20,11,7,12,12,8,27.1,30.9,20.4,3,0.9,1.3,,0,,Inactive,300,Oshawa,3518013,43.91384855,-78.86330374
HILLSDALE TERRACES,hillsdale terraces,600 Oshawa Blvd. North,Central East,Municipal,Oshawa, L1G5T9,No,Yes,Yes,Yes,57,26,9,30,14,6,20,8,3,5,3,1,14.3,36,27.6,2.7,6.7,1,,13,,Inactive,200,Oshawa,3518013,43.91500165,-78.86454214
LAKEVIEW MANOR,lakeview manor,133 Main Street P.O. Box 514,Central East,Municipal,Beaverton, L0K1A0,Yes,Yes,Yes,Yes,30,14,5,9,3,1,12,5,4,4,2,0,10.3,34.7,23.9,1.7,2.3,1,,0,,Inactive,149,Brock,3518039,44.42747763,-79.16356588
MACASSA LODGE,macassa lodge,701 Upper Sherman Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Hamilton, L8V3M7,No,Yes,Yes,Yes,31,18,11,10,3,3,10,7,5,6,4,2,18.9,31.4,18.6,4.4,8.3,7.9,0,0,<5,Active,270,Hamilton,3525005,43.22567639,-79.84867319
WENTWORTH LODGE,wentworth lodge,41 South Street West,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Dundas, L9H4C4,No,Yes,Yes,Yes,23,18,12,7,7,4,8,5,5,3,3,3,22.7,29.9,18.7,5.2,16.7,4.4,,0,,Inactive,160,Hamilton,3525005,43.25983089,-79.94970123
CARLETON LODGE,carleton lodge,55 Lodge Road R. R. #2,Champlain,Municipal,Nepean, K2C3H1,No,Yes,Yes,Yes,29,23,10,6,4,2,16,14,6,2,1,0,16.9,23.1,14.7,2.5,4.2,7.2,,,,,161,Ottawa,3506008,45.26559733,-75.70705903
CENTRE D'ACCUEIL CHAMPLAIN,centre d'accueil champlain,275 Perrier Street,Champlain,Municipal,Vanier, K1L5C6,No,Yes,Yes,Yes,122,86,44,32,18,4,62,40,26,22,22,12,19.9,15,20.5,3.9,5.2,5.7,,0,,Inactive,160,Ottawa,3506008,45.44308406,-75.66040993
GARRY J. ARMSTRONG HOME,garry j. armstrong home,200 Island Lodge Road,Champlain,Municipal,Ottawa, K1N5M2,No,Yes,Yes,Yes,70,53,22,30,25,12,24,18,5,14,9,3,17.7,16.2,18.3,3.1,7.7,13.7,,0,,Inactive,180,Ottawa,3506008,45.43785466,-75.68321333
PETER D. CLARK CENTRE,peter d. clark centre,9 Meridian Place,Champlain,Municipal,Ottawa, K2G6P8,No,Yes,Yes,Yes,91,69,35,44,36,19,32,20,12,11,9,3,9.4,25.5,16.3,1.7,2.3,8.9,18,5,16,Active,216,Ottawa,3506008,45.34293864,-75.76125205
FAIRHAVEN,fairhaven,881 Dutton Road,Central East,Municipal,Peterborough, K9H7S4,Yes,Yes,Yes,Yes,36,24,12,13,9,5,15,9,7,7,5,2,24.3,43.3,18.9,2.8,1,14.5,,,,,256,Peterborough,3515014,44.32761635,-78.3181676
SUNNYSIDE HOME,sunnyside home,247 Franklin Street North,Waterloo Wellington,Municipal,Kitchener, N2G4J3,Yes,Yes,Yes,Yes,84,41,14,30,16,3,47,20,9,5,5,2,19.6,29.9,21.2,3.6,2.4,10.2,0,0,<5,Active,263,Kitchener,3530013,43.440994,-80.4451854
HURON LODGE LONG TERM CARE HOME,huron lodge long term care home,1881 Cabana Road West,Erie St. Clair,Municipal,Windsor, N9G1C7,Yes,Yes,No,Yes,44,26,10,25,12,4,14,9,4,0,0,0,35.9,25.5,12.7,2.1,2.7,3.3,,,,,224,Windsor,3537039,42.25323436,-83.0236891
YORK REGION MAPLE HEALTH CENTRE,york region maple health centre,10424 Keele Street,Central,Municipal,Maple, L6A2L1,Yes,Yes,Yes,Yes,25,18,10,10,6,2,5,3,3,6,5,3,17.1,22.7,19.9,2.7,5,0,,,,,100,Vaughan,3519028,43.86500652,-79.51564435
YORK REGION NEWMARKET HEALTH CENTRE,york region newmarket health centre,194 Eagle Street,Central,Municipal,Newmarket, L3Y1J6,Yes,Yes,Yes,Yes,26,16,8,10,5,3,7,4,3,6,3,1,18,17.4,20.9,1.7,6.2,0.4,,,,,132,Newmarket,3519048,44.04550395,-79.46877495
ST. JOSEPH'S CONTINUING CARE CENTRE,st. joseph's continuing care centre,14 York Street,Champlain,Non-Profit,Cornwall, K6J5T2,No,Yes,Yes,Yes,34,19,10,12,8,3,12,6,5,5,2,2,17.8,34.4,8.5,1.5,2.5,14.9,,0,,Inactive,150,Cornwall,3501012,45.01462532,-74.73145128
MORRISTON PARK NURSING HOME,morriston park nursing home,7363 Calfass Road R. R. #2,Waterloo Wellington,For-Profit,Puslinch, N0B2J0,No,Yes,No,No,20,6,2,4,1,0,5,1,1,6,0,0,31.4,26.9,14.5,1,7.5,0,,,,,28,Puslinch,3523001,43.44004921,-80.1276776
BANWELL GARDENS CARE CENTRE,banwell gardens care centre,3000 Banwell Road,Erie St. Clair,For-Profit,Tecumseh, N8N2M4,Yes,Yes,Yes,Yes,74,36,16,34,23,11,31,8,3,3,3,0,18.2,16.3,19.8,2.1,3.4,0,,0,,Inactive,142,Windsor,3537039,42.31060008,-82.89979807
BAY RIDGES,bay ridges,900 Sandy Beach Road,Central East,For-Profit,Pickering, L1W1Z4,No,Yes,Yes,Yes,53,26,12,27,12,7,18,7,3,5,5,0,18.1,18.6,16.4,3,4.9,4.9,,0,,Inactive,124,Pickering,3518001,43.82847003,-79.0771309
BAYWOODS PLACE,baywoods place,330 Main Street East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Hamilton, L8N3T9,No,Yes,Yes,Yes,47,18,12,23,9,7,14,5,5,7,1,0,22.3,10.3,11,1.2,2.6,0,,,,,128,Hamilton,3525005,43.25176169,-79.8569424
BLENHEIM COMMUNITY VILLAGE,blenheim community village,10 Mary Avenue,Erie St. Clair,For-Profit,Blenheim, N0P1A0,No,Yes,Yes,Yes,33,11,5,7,3,1,15,4,3,4,0,0,16.4,22.3,16.4,0.6,11.4,0,,,,,65,Chatham-Kent,3536020,42.33971663,-81.98799919
BRIERWOOD GARDENS,brierwood gardens,425 Park Road North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Brantford, N3R7G5,No,Yes,Yes,Yes,55,15,9,20,3,1,13,5,4,26,7,4,14.9,27.5,11.8,0.7,4,3,,,,,79,Brantford,3529006,43.17853986,-80.24747732
BURLOAK,burloak,5959 New Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Burlington, L7L6W5,No,Yes,Yes,Yes,22,9,6,11,3,3,6,3,3,0,0,0,15.5,13.4,14.7,0.8,0.8,1.6,,,,,144,Burlington,3524002,43.38147032,-79.73937757
CARLINGVIEW MANOR,carlingview manor,2330 Carling Avenue,Champlain,For-Profit,Ottawa, K2B7H1,No,Yes,Yes,Yes,106,58,32,51,29,15,40,19,11,14,7,6,20,17.4,22.1,2.2,1.2,4.3,39,54,87,Active,303,Ottawa,3506008,45.36711344,-75.77672586
COLUMBIA FOREST,columbia forest,650 Mountain Maple Avenue,Waterloo Wellington,For-Profit,Waterloo, N2V2P7,No,Yes,Yes,Yes,44,12,5,14,3,1,21,4,3,7,5,1,22.2,13.3,13.9,0.4,1.7,1.2,<5,0,<5,Active,156,Waterloo,3530016,43.4649426,-80.59136415
DOVER CLIFFS,dover cliffs,501 St George Street P.O. BOX 430,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Port Dover, N0A1N0,Yes,Yes,Yes,Yes,40,18,9,10,5,2,12,7,5,11,7,4,15.7,26.6,12,0.6,1.2,2.9,,,,,70,Norfolk County,3528052,42.78788949,-80.20786437
EAGLE TERRACE,eagle terrace,329 Eagle Street,Central,For-Profit,Newmarket, L3Y1K3,No,Yes,Yes,Yes,13,6,2,4,0,0,3,2,2,0,0,0,15.3,5.4,15.6,0.8,0.6,0,,<5,,Inactive,70,Newmarket,3519048,44.04894845,-79.46340434
ELGINWOOD,elginwood,182 Yorkland Street,Central,For-Profit,Richmond Hill, L4S2M9,Yes,Yes,Yes,Yes,25,17,12,11,6,5,7,6,4,3,2,2,17.6,14.1,15,3.1,1.9,1,,,,,124,Richmond Hill,3519038,43.90172983,-79.44169122
ELMWOOD PLACE,elmwood place,46 Elmwood Place West,South West,For-Profit,London, N6J1J2,No,Yes,Yes,Yes,49,19,10,18,8,3,19,5,4,5,3,2,17.7,22.7,15.7,0.8,2.5,4.3,,0,,Inactive,90,London,3539036,42.96948268,-81.26521352
FENELON COURT,fenelon court,44 Wychwood Crescent,Central East,For-Profit,Fenelon Falls, K0M1N0,No,Yes,Yes,Yes,18,11,4,6,3,1,7,4,2,0,0,0,23.9,21.4,20.9,2.2,4.1,1.7,0,0,<5,Active,67,Kawartha Lakes,3516010,44.52846487,-78.73121905
FOREST HEIGHTS,forest heights,60 Westheights Drive,Waterloo Wellington,For-Profit,Kitchener, N2N2A8,Yes,Yes,Yes,Yes,102,40,13,45,12,5,41,17,4,11,6,3,16.5,11.2,18.5,2.3,9.6,1.6,171,50,68,Active,240,Kitchener,3530013,43.42864339,-80.52997973
FOSTERBROOKE,fosterbrooke,330 King Street West,Central East,For-Profit,Newcastle, L1B1G9,Yes,Yes,Yes,Yes,23,13,2,9,4,0,5,3,1,3,1,0,18,19.8,15.9,3.6,0,0,,,,,88,Toronto,3520005,43.64665448,-79.39003029
GARDEN CITY MANOR,garden city manor,168 Scott Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,St. Catharines, L2N1H2,No,Yes,Yes,Yes,58,24,12,28,8,3,16,9,6,11,5,2,14.2,13.4,20.5,2.3,7.7,1.7,,0,,Inactive,200,St. Catharines,3526053,43.18091791,-79.2490312
HALLOWELL HOUSE,hallowell house,13628 Loyalist Parkway,South East,For-Profit,Picton, K0K2T0,No,Yes,Yes,Yes,41,18,8,16,7,4,17,5,3,5,5,2,15.7,14.8,14.4,1.6,10.6,0,,0,,Inactive,97,Prince Edward County,3513020,43.99421064,-77.1810053
HAROLD AND GRACE BAKER CENTRE,harold and grace baker centre,1 Northwestern Avenue,Central,Non-Profit,Toronto, M6M2J7,No,Yes,Yes,Yes,22,13,6,12,4,2,5,4,3,3,3,2,14.4,23.1,9,2.1,4.1,2.6,,16,,Inactive,120,Toronto,3520005,43.69821459,-79.46978092
HEARTWOOD (FKA VERSA-CARE CORNWALL),heartwood,201-11th Street East,Champlain,For-Profit,Cornwall, K6H2Y6,No,Yes,Yes,Yes,39,24,13,19,13,6,15,7,5,2,2,2,17.7,21.5,13.8,3,3.3,2.4,,,,,118,Cornwall,3501012,45.03336123,-74.73229849
HILLSIDE MANOR,hillside manor,R. R. #5,South West,For-Profit,Stratford, N5A6S6,No,Yes,Yes,Yes,29,17,9,8,5,3,15,8,6,1,1,0,16.4,22,14.1,1.4,9.6,3.7,,0,,Inactive,90,Perth East,3531030,43.4245342,-81.0983168
HUMBER VALLEY TERRACE,humber valley terrace,95 Humber College Blvd.,Central West,For-Profit,Rexdale, M9V5B5,No,Yes,Yes,Yes,34,16,3,17,4,1,8,5,1,8,7,2,18,10.6,17.2,3.7,0.3,0,59,28,24,Active,158,Toronto,3520005,43.72717599,-79.59650396
ILER LODGE,iler lodge,111 Iler Avenue,Erie St. Clair,For-Profit,Essex, N8M1T6,No,Yes,Yes,Yes,108,49,21,48,24,11,50,19,8,3,2,0,15.6,32.2,12.9,0.8,3.3,0,,,,,104,Essex,3537016,42.17030086,-82.82364113
KENNEDY LODGE,kennedy lodge,1400 Kennedy Road,Central East,For-Profit,Scarborough, M1P4V6,Yes,Yes,Yes,Yes,25,11,7,7,3,3,13,4,3,2,2,1,16.6,4.1,10.2,2,0.9,0,<5,0,<5,Active,289,Toronto,3520005,43.76265941,-79.28056556
KILEAN LODGE,kilean lodge,83 Main Street East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Grimsby, L3M1N6,Yes,Yes,Yes,Yes,18,8,5,5,2,2,8,3,3,1,1,1,13.2,11.5,15.6,1.1,2.7,2,0,0,<5,Active,50,Grimsby,3526065,43.19121,-79.5554741
SOUTHBRIDGE LAKEHEAD,southbridge lakehead,135 South Vickers Street,North West,For-Profit,Thunder Bay, P7E1J2,No,Yes,Yes,Yes,76,29,9,21,7,1,19,9,4,31,11,2,17.2,4.3,12.5,0.6,3.1,0,,,,,131,Thunder Bay,3558004,48.38274726,-89.25160776
LONGFIELDS MANOR,longfields manor,330 Beatrice Drive,Champlain,For-Profit,Nepean, K2J5A5,No,Yes,Yes,Yes,34,22,10,14,9,5,15,9,4,0,0,0,17.4,13.6,20.1,2.2,2.4,1.7,,,,,114,Ottawa,3506008,45.28026603,-75.72981554
MACKENZIE PLACE,mackenzie place,52 George Street,Central,For-Profit,Newmarket, L3Y4V3,No,Yes,Yes,Yes,27,21,10,14,11,5,7,6,5,2,2,1,12.1,16.2,19.1,2.9,7.7,0,,15,,Inactive,93,Newmarket,3519048,44.05748695,-79.47891695
MAIN STREET TERRACE,main street terrace,77 Main Street,Toronto Central,For-Profit,Toronto, M4E2V6,Yes,Yes,Yes,Yes,49,25,9,26,10,5,12,10,4,6,2,0,15.6,16.3,8.8,1.5,7.5,0,<5,0,0,Active,150,Toronto,3520005,43.68160949,-79.29859826
MCGARRELL PLACE,mcgarrell place,355 McGarrell Drive,South West,For-Profit,London, N6G0B1,No,Yes,Yes,Yes,48,22,11,13,6,1,30,13,10,1,0,0,24.9,18.9,15.6,2.6,0.6,3.4,,,,,157,London,3539036,43.02383798,-81.29614393
MONTFORT,montfort,705 Montreal Road,Champlain,For-Profit,Ottawa, K1K0M9,No,Yes,Yes,Yes,87,51,24,41,23,20,27,10,4,14,12,0,17.3,14.6,12.4,1.2,4,3.3,<5,29,<5,Active,128,Ottawa,3506008,45.44672936,-75.64059562
NORTHRIDGE,northridge,496 Postridge Drive,Mississauga Halton,For-Profit,Oakville, L6H7A2,No,Yes,Yes,Yes,35,13,5,15,2,1,11,6,3,8,4,1,16.1,10.7,19.1,1.9,3.5,2.7,,0,,Inactive,133,Oakville,3524001,43.48960334,-79.71426817
OAK TERRACE,oak terrace,291 Mississaga Street West,North Simcoe Muskoka,For-Profit,Orillia, L3V3B9,No,Yes,Yes,Yes,31,8,5,14,0,0,7,3,3,5,2,2,8.8,8.8,21.4,2.3,3.1,1.6,,,,,94,Orillia,3543052,44.60302415,-79.43126489
PINECREST MANOR,pinecrest manor,399 Bob Street P.O. BOX 220,South West,For-Profit,Lucknow, N0G2H0,No,Yes,Yes,Yes,19,11,5,5,2,1,8,5,3,3,3,0,10.8,17.4,19.7,0,3,0.4,,,,,61,Huron-Kinloss,3541015,43.95579153,-81.51071469
SOUTHBRIDGE PINEWOOD,southbridge pinewood,2625 Walsh Street East,North West,For-Profit,Thunder Bay, P7E2E5,No,Yes,Yes,Yes,38,25,9,8,4,1,17,8,3,14,13,3,12.9,21.6,16.1,2.3,3.8,3.2,,,,,128,Thunder Bay,3558004,48.37456045,-89.27416157
REACHVIEW VILLAGE,reachview village,130 Reach Street,Central East,For-Profit,Uxbridge, L9P1L3,No,Yes,Yes,Yes,41,23,6,16,6,3,10,5,2,11,7,1,14.1,6.8,21.3,3.3,1.1,0,22,11,10,Active,100,Uxbridge,3518029,44.10408728,-79.11189924
RIDGEVIEW,ridgeview,385 Highland Road West,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Stoney Creek, L8J3X9,No,Yes,Yes,Yes,24,11,7,10,3,2,5,3,3,5,3,1,17.7,8.5,15.4,1,0.6,1.5,,,,,120,Hamilton,3525005,43.18766128,-79.80319278
RIVERBEND PLACE,riverbend place,650 Coronation Blvd.,Waterloo Wellington,For-Profit,Cambridge, N1R7S6,No,Yes,Yes,Yes,17,11,5,4,1,0,8,7,4,0,0,0,24,33.3,19.1,0,3.2,0,,,,,54,Cambridge,3530010,43.37692539,-80.32575336
RIVERSIDE PLACE,riverside place,3181 Meadowbrook Lane,Erie St. Clair,For-Profit,Windsor, N8T0A4,No,Yes,Yes,Yes,50,23,11,25,11,6,17,8,5,1,1,0,13.8,15,17.1,1.3,6.1,0,,0,,Inactive,96,Windsor,3537039,42.29910898,-82.92755457
SARA VISTA,sara vista,27 Simcoe Street,North Simcoe Muskoka,For-Profit,Elmvale, L0L1P0,Yes,Yes,Yes,Yes,14,8,4,4,1,1,4,2,2,1,0,0,6.2,18.9,14.5,4.1,6.4,1,,,,,60,Springwater,3543009,44.58237802,-79.86181752
SHERWOOD COURT LONG TERM CARE CENTRE,sherwood court long term care centre,300 Ravineview Drive,Central,For-Profit,Maple, L6A3P8,No,Yes,Yes,Yes,40,23,11,17,11,7,16,8,4,7,5,0,9.5,5,10.9,1.7,0.3,1.4,,0,,Inactive,96,Vaughan,3519028,43.88950162,-79.51877245
SOUTHBRIDGE ROSEVIEW,southbridge roseview,99 Shuniah Street,North West,For-Profit,Thunder Bay, P7A2Z2,No,Yes,Yes,Yes,41,18,10,13,6,4,17,5,3,11,7,4,4.4,9.7,18.4,1.5,1.5,2.9,,,,,157,Thunder Bay,3558004,48.45042517,-89.21555166
STIRLING HEIGHTS,stirling heights,200 Stirling Macgregor Drive,Waterloo Wellington,For-Profit,Cambridge, N1S5B7,No,Yes,Yes,Yes,23,13,8,7,5,4,10,4,4,2,0,0,19.3,13.5,17.1,1.1,9,0.9,,0,,Inactive,110,Cambridge,3530010,43.33915669,-80.33371706
STONERIDGE MANOR,stoneridge manor,256 High Street,Champlain,For-Profit,Carleton Place, K7C1X1,No,Yes,Yes,Yes,27,12,6,7,3,2,15,5,3,1,1,1,18.5,13,10.5,1.7,11,5.2,<5,6,0,Active,60,Carleton Place,3509028,45.13580539,-76.15419976
SUMAC LODGE,sumac lodge,1464 Blackwell Road,Erie St. Clair,For-Profit,Sarnia, N7S5M4,No,Yes,Yes,Yes,60,25,10,25,10,4,27,12,6,3,0,0,16.6,7.6,14.1,0,1.9,1.3,,0,,Inactive,100,Sarnia,3538030,43.01031973,-82.34671616
SUMMIT PLACE,summit place,850-4Th Street East,South West,For-Profit,Owen Sound, N4K6A3,No,Yes,Yes,Yes,29,12,8,10,3,2,11,4,3,4,3,3,14.4,14.5,16.3,0.7,4.6,1.1,,,,,119,Owen Sound,3542059,44.55878477,-80.92755656
TELFER PLACE,telfer place,245 Grand River Street North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Paris, N3L3V8,No,Yes,Yes,Yes,27,17,5,6,4,0,9,5,3,10,6,1,10.5,19.1,16.5,1.3,12.2,0,,0,,Inactive,45,Brant,3529005,43.20739846,-80.38649816
THE MEADOWS,revera inc. o the meadows long term care centre,12 Tranquility Avenue,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Ancaster, L9G5C2,No,Yes,Yes,Yes,20,10,4,5,2,0,6,3,2,2,1,1,19.1,10.4,13.5,0.3,4.7,1.6,,,,,128,,,,
THE VILLAGE SENIORS COMMUNITY,the village seniors community,101-10Th Street,South West,For-Profit,Hanover, N4N1M9,No,Yes,Yes,Yes,35,12,9,12,1,1,15,4,4,4,4,3,9.3,33.3,18.4,0.8,1.2,0,,,,,70,Hanover,3542029,44.15073139,-81.03582166
