index,name,address,city_and_postal_code,LHIN,licensee,management,home_type,beds,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,number_of_beds,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders
338,MAPLE GROVE CARE COMMUNITY,215 Sunny Meadow Blvd.,"Brampton, L6R3B5",Central West,2063415 Ontario Limited As General Partner Of 2063415 Investment Lp,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Brampton, L6R3B5,160,37.0,22.0,13.0,17.0,10.0,6.0,11.0,4.0,3.0,10.0,10.0,6.0
339,MAPLE MANOR NURSING HOME,73 Bidwell Street,"Tillsonburg, N4G3T8",South West,Maplewood Nursing Home Limited,,For-Profit,Home with approximately 106 beds,No,Yes,Yes,Yes,,Tillsonburg, N4G3T8,106,28.0,15.0,7.0,7.0,2.0,,11.0,5.0,4.0,7.0,7.0,5.0
340,MAPLE PARK LODGE,6 Hagey Avenue,"Fort Erie, L2A5M5",Hamilton Niagara Haldimand Brant (Hnhb),1365853 Ontario Limited,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Fort Erie, L2A5M5,96,26.0,15.0,5.0,9.0,4.0,2.0,11.0,7.0,3.0,4.0,2.0,
341,MAPLE VIEW,1029-4Th Avenue West,"Owen Sound, N4K4W1",South West,"Cvh (No. 3) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 29 beds,No,Yes,Yes,Yes,,Owen Sound, N4K4W1,29,19.0,9.0,3.0,3.0,1.0,,9.0,3.0,2.0,4.0,2.0,
342,MAPLE VIEW LODGE,"746 County Road, 42 East P.O. Box 100","Athens, K0E1B0",South East,United Counties Of Leeds And Grenville,,Municipal,Home with approximately 60 beds,No,Yes,Yes,No,,Athens, K0E1B0,60,33.0,14.0,4.0,7.0,3.0,1.0,15.0,4.0,1.0,5.0,3.0,1.0
343,MAPLE VILLA LONG TERM CARE CENTRE,441 Maple Avenue,"Burlington, L7S1L8",Hamilton Niagara Haldimand Brant (Hnhb),Dallov Holdings Limited,,For-Profit,Home with approximately 93 beds,No,Yes,Yes,Yes,,Burlington, L7S1L8,93,18.0,11.0,5.0,8.0,6.0,3.0,4.0,2.0,2.0,4.0,1.0,
344,MAPLEWOOD,12 Maplewood Avenue Box 249,"Brighton, K0K1H0",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 49 beds,No,Yes,Yes,Yes,,Brighton, K0K1H0,49,25.0,19.0,10.0,3.0,2.0,2.0,14.0,11.0,6.0,6.0,5.0,3.0
346,MARIANHILL NURSING HOME,600 Cecelia Street,"Pembroke, K8A7Z3",Champlain,Marianhill Inc.,,Non-Profit,Home with approximately 139 beds,Yes,Yes,Yes,Yes,,Pembroke, K8A7Z3,139,32.0,22.0,12.0,12.0,8.0,6.0,15.0,10.0,6.0,,,
347,MARIANN HOME,9915 Yonge Street,"Richmond Hill, L4C1V1",Central,Mariann Nursing Home And Residence,,Non-Profit,Home with approximately 64 beds,No,Yes,Yes,Yes,,Richmond Hill, L4C1V1,64,13.0,6.0,3.0,2.0,1.0,,4.0,2.0,2.0,4.0,2.0,
348,MARKHAVEN,54 Parkway Avenue,"Markham, L3P2G4",Central,"Markhaven, Inc.",,Non-Profit,Home with approximately 96 beds,No,No,Yes,No,,Markham, L3P2G4,96,27.0,15.0,10.0,9.0,2.0,2.0,8.0,5.0,4.0,6.0,5.0,4.0
349,MARSHALL GOWLAND MANOR,749 Devine Street,"Sarnia, N7T1X3",Erie St. Clair,The Corporation Of The County Of Lambton,,Municipal,Home with approximately 126 beds,No,Yes,Yes,No,,Sarnia, N7T1X3,126,62.0,31.0,13.0,28.0,14.0,5.0,24.0,13.0,7.0,3.0,2.0,2.0
350,MAUNO KAIHLA KOTI,723 North Street,"Sault Ste Marie, P6B6G8",North East,The Ontario-finnish Resthome Association,,Non-Profit,Home with approximately 63 beds,Yes,Yes,Yes,No,,Sault Ste Marie, P6B6G8,63,20.0,12.0,3.0,5.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,
351,MAXVILLE MANOR,80 Mechanic Street West,"Maxville, K0C1T0",Champlain,Maxville Manor,,Non-Profit,Home with approximately 122 beds,Yes,Yes,Yes,No,,Maxville, K0C1T0,122,32.0,10.0,3.0,12.0,3.0,2.0,10.0,3.0,,7.0,1.0,1.0
352,MAYNARD NURSING HOME,28 Halton Street,"Toronto, M6J1R3",Toronto Central,Schlegel Villages Inc,,For-Profit,Home with approximately 77 beds,No,Yes,Yes,Yes,,Toronto, M6J1R3,77,21.0,11.0,4.0,8.0,1.0,,4.0,2.0,2.0,8.0,6.0,2.0
353,MCCALL CENTRE LONG TERM CARE INTERIM UNIT,140 SHERWAY DRIVE,"ETOBICOKE, M9C1A4",Mississauga Halton,The Credit Valley Hospital & Trillium Health Cntr,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 21 beds,No,Yes,No,Yes,,ETOBICOKE, M9C1A4,21,11.0,8.0,4.0,1.0,,,,,,2.0,2.0,2.0
354,MCCORMICK HOME,2022 Kains Road,"London, N6K0A8",South West,The Women's Christian Association Of London,,Non-Profit,Home with approximately 160 beds,Yes,Yes,Yes,Yes,,London, N6K0A8,160,47.0,18.0,9.0,18.0,4.0,1.0,23.0,10.0,6.0,,,
355,MCGARRELL PLACE,355 McGarrell Drive,"London, N6G0B1",South West,Axr Operating (National) Lp,,For-Profit,Home with approximately 157 beds,No,Yes,Yes,Yes,,London, N6G0B1,157,48.0,22.0,11.0,13.0,6.0,1.0,30.0,13.0,10.0,1.0,,
356,MEADOW PARK (LONDON),1210 Southdale Road East,"London, N6E1B4",South West,Meadow Park (London) Inc.,,For-Profit,Home with approximately 126 beds,Yes,Yes,Yes,Yes,,London, N6E1B4,126,90.0,50.0,13.0,48.0,26.0,8.0,25.0,15.0,3.0,12.0,9.0,2.0
357,MEADOW PARK NURSING HOME (CHATHAM),110 Sandys Street,"Chatham, N7L4X3",Erie St. Clair,Meadow Park (Chatham) Inc.,,For-Profit,Home with approximately 99 beds,Yes,Yes,Yes,Yes,,Chatham, N7L4X3,99,19.0,8.0,5.0,8.0,2.0,2.0,6.0,2.0,2.0,,,
358,MEAFORD LONG TERM CARE - A PEOPLECARE COMMUNITY,135 William Street,"Meaford, N4L1T4",South West,Meaford Nursing Home Limited,,For-Profit,Home with approximately 77 beds,Yes,Yes,Yes,Yes,,Meaford, N4L1T4,77,36.0,9.0,5.0,10.0,2.0,2.0,14.0,3.0,2.0,7.0,3.0,3.0
359,MENNONITE BRETHREN SENIOR CITIZENS HOME,1 Tabor Drive,"St Catharines, L2N1V9",Hamilton Niagara Haldimand Brant (Hnhb),Mennonite Brethren Senior Citizens Home,,Non-Profit,Home with approximately 82 beds,Yes,Yes,Yes,No,,St Catharines, L2N1V9,82,28.0,13.0,6.0,5.0,1.0,,13.0,6.0,4.0,4.0,4.0,1.0
360,MIDDLESEX TERRACE,2094 Gideon Drive R.R. #1,"Delaware, N0L1E0",South West,Middlesex Terrace Limited,Apans Health Services,For-Profit,Home with approximately 105 beds,No,Yes,Yes,Yes,,Delaware, N0L1E0,105,43.0,21.0,7.0,10.0,5.0,,25.0,11.0,6.0,3.0,2.0,
361,MIDLAND GARDENS CARE COMMUNITY,130 Midland Avenue,"Scarborough, M1N4B2",Central East,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 299 beds,Yes,Yes,Yes,Yes,,Scarborough, M1N4B2,299,84.0,60.0,37.0,39.0,27.0,20.0,26.0,16.0,9.0,32.0,31.0,16.0
362,MILL CREEK CARE CENTRE,286 Hurst Drive,"Barrie, L4N0Z3",North Simcoe Muskoka,Mill Creek Care Centre,,Non-Profit,Home with approximately 160 beds,Yes,Yes,Yes,Yes,,Barrie, L4N0Z3,160,35.0,13.0,6.0,17.0,3.0,2.0,9.0,4.0,1.0,10.0,6.0,2.0
363,MILLENNIUM TRAIL MANOR,6861 Oakwood Drive,"Niagara Falls, L2E6S5",Hamilton Niagara Haldimand Brant (Hnhb),955464 Ontario Limited,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Niagara Falls, L2E6S5,160,50.0,23.0,13.0,23.0,9.0,5.0,16.0,8.0,6.0,13.0,4.0,1.0
364,MIRAMICHI LODGE,725 Pembroke Street West,"Pembroke, K8A8S6",Champlain,County Of Renfrew,,Municipal,Home with approximately 166 beds,Yes,Yes,Yes,Yes,,Pembroke, K8A8S6,166,30.0,18.0,10.0,11.0,8.0,5.0,15.0,7.0,5.0,1.0,1.0,1.0
365,MISSISSAUGA LONG TERM CARE FACILITY,26 Peter Street North,"Mississauga, L5H2G7",Mississauga Halton,Mississauga Long Term Care Facility Inc.,,For-Profit,Home with approximately 55 beds,No,Yes,No,Yes,,Mississauga, L5H2G7,55,15.0,11.0,6.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0
366,MITCHELL NURSING HOME,"184 Napier Street, S.S. #1","Mitchell, N0K1N0",South West,Ritz Lutheran Villa,,Non-Profit,Home with approximately 48 beds,No,Yes,Yes,No,,Mitchell, N0K1N0,48,34.0,10.0,5.0,14.0,5.0,2.0,9.0,2.0,2.0,6.0,1.0,1.0
367,MOIRA PLACE LONG-TERM CARE HOME,415 River Street West P.O. Box 200,"Tweed, K0K3J0",South East,Aon Inc.,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Tweed, K0K3J0,128,37.0,27.0,7.0,12.0,7.0,2.0,14.0,13.0,4.0,5.0,2.0,
368,MON SHEONG HOME FOR THE AGED,36 D'Arcy Street,"Toronto, M5T1J7",Toronto Central,Mon Sheong Foundation,,Non-Profit,Home with approximately 105 beds,Yes,Yes,No,No,,Toronto, M5T1J7,105,13.0,9.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,,,
369,MON SHEONG RICHMOND HILL LONG TERM CARE CENTRE,11199 Yonge Street,"Richmond Hill, L4S1L2",Central,Mon Sheong Foundation,,Non-Profit,Home with approximately 192 beds,Yes,Yes,Yes,No,,Richmond Hill, L4S1L2,192,13.0,10.0,6.0,4.0,4.0,4.0,4.0,2.0,2.0,,,
370,MON SHEONG SCARBOROUGH LONG TERM CARE CENTRE,2030 Mcnicoll Avenue,"Scarborough, M1V5P4",Central East,Mon Sheong Foundation,,Non-Profit,Home with approximately 160 beds,Yes,Yes,Yes,No,,Scarborough, M1V5P4,160,18.0,13.0,6.0,5.0,4.0,2.0,8.0,6.0,3.0,2.0,1.0,
371,MONTFORT,705 Montreal Road,"Ottawa, K1K0M9",Champlain,Revera Long Term Care Inc.,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ottawa, K1K0M9,128,87.0,51.0,24.0,41.0,23.0,20.0,27.0,10.0,4.0,14.0,12.0,
372,MORRISTON PARK NURSING HOME,7363 Calfass Road R. R. #2,"Puslinch, N0B2J0",Waterloo Wellington,Retirement Home Specialists Incorporated,,For-Profit,Home with approximately 28 beds,No,Yes,No,No,,Puslinch, N0B2J0,28,20.0,6.0,2.0,4.0,1.0,,5.0,1.0,1.0,6.0,,
373,MOUNT HOPE CENTRE FOR LONG TERM CARE,21 Grosvenor Street P.O. Box 5777,"London, N6A1Y6",South West,"St. Joseph's Health Care, London",,Non-Profit,Home with approximately 177 beds,Yes,Yes,Yes,Yes,,London, N6A1Y6,177,87.0,44.0,15.0,39.0,15.0,1.0,34.0,21.0,11.0,19.0,12.0,4.0
374,MOUNT NEMO CHRISTIAN NURSING HOME,4486 Guelph Line,"Burlington, L7P0N2",Hamilton Niagara Haldimand Brant (Hnhb),Canadian Reformed Society For A Home For The Aged Inc.,,Non-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Burlington, L7P0N2,61,19.0,11.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0
375,MUSKOKA LANDING,65 Rogers Cove Drive,"Huntsville, P1H2L9",North Simcoe Muskoka,Huntsville Long Term Care Centre Inc.,,For-Profit,Home with approximately 94 beds,Yes,Yes,Yes,Yes,,Huntsville, P1H2L9,94,32.0,16.0,8.0,15.0,2.0,2.0,9.0,6.0,3.0,5.0,5.0,1.0
376,MUSKOKA SHORES CARE COMMUNITY,200 Kelly Drive,"Gravenhurst, P1P1P3",North Simcoe Muskoka,2063412 Ontario Limited As General Partner Of 2063412 Investment Lp,,For-Profit,Home with approximately 183 beds,No,Yes,Yes,Yes,,Gravenhurst, P1P1P3,183,43.0,29.0,18.0,18.0,9.0,5.0,14.0,12.0,8.0,12.0,11.0,5.0
377,"NIAGARA HEALTH SYSTEM, WELLAND HOSPITAL SITE, EXTENDED CARE UNIT",155 Ontario Street,"St. Catharines, L2R5K3",Hamilton Niagara Haldimand Brant (Hnhb),Niagara Health System,,Non-Profit,Home with approximately 115 beds,No,Yes,No,Yes,,St. Catharines, L2R5K3,115,30.0,13.0,5.0,12.0,,,5.0,4.0,3.0,10.0,5.0,1.0
378,NIAGARA INA GRAFTON GAGE VILLAGE,413 Linwell Road,"St Catharines, L2M7Y2",Hamilton Niagara Haldimand Brant (Hnhb),Niagara Ina Grafton Gage Home Of The United Church,,Non-Profit,Home with approximately 40 beds,No,Yes,Yes,No,,St Catharines, L2M7Y2,40,30.0,21.0,7.0,8.0,5.0,2.0,3.0,3.0,2.0,13.0,9.0,2.0
379,NIAGARA LONG TERM CARE RESIDENCE,120 Wellington Street P.O. Box 985,"Niagara-On-The-Lake, L0S1J0",Hamilton Niagara Haldimand Brant (Hnhb),"Dtoc Ii Long Term Care Lp, By Its General Partner, Dtoc Ii Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Ii Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Responsive Health Management Inc.,For-Profit,Home with approximately 124 beds,No,Yes,Yes,Yes,,Niagara-On-The-Lake, L0S1J0,124,19.0,9.0,6.0,9.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0
380,NIPIGON DISTRICT MEMORIAL HOSPITAL,125 Hogan Road P O Box 37,"Nipigon, P0T2J0",North West,Nipigon District Memorial Hospital,,Non-Profit,Home with approximately 15 beds,No,Yes,No,Yes,,Nipigon, P0T2J0,15,13.0,9.0,5.0,1.0,1.0,,3.0,2.0,2.0,4.0,2.0,2.0
381,NIPISSING MANOR NURSING CARE CENTER,1202 Highway 94,"Corbeil, P0H1K0",North East,1895357 Ontario Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Corbeil, P0H1K0,120,20.0,15.0,10.0,5.0,3.0,2.0,6.0,5.0,4.0,3.0,3.0,3.0
382,NISBET LODGE,740 Pape Avenue,"Toronto, M4K3S7",Toronto Central,Nisbet Lodge,,Non-Profit,Home with approximately 103 beds,No,Yes,Yes,Yes,,Toronto, M4K3S7,103,15.0,12.0,8.0,7.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0
383,NITHVIEW HOME,200 Boullee Street,"New Hamburg, N3A2K4",Waterloo Wellington,Tri-county Mennonite Homes,,Non-Profit,Home with approximately 99 beds,No,Yes,Yes,No,,New Hamburg, N3A2K4,99,46.0,23.0,11.0,15.0,7.0,3.0,21.0,8.0,5.0,9.0,8.0,4.0
384,NORFINCH CARE COMMUNITY,22 Norfinch Drive,"North York, M3N1X1",Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,North York, M3N1X1,160,17.0,13.0,7.0,9.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
385,NORTH CENTENNIAL MANOR,2 Kimberly Drive,"Kapuskasing, P5N1L5",North East,North Centennial Manor Inc.,,Non-Profit,Home with approximately 78 beds,No,Yes,Yes,No,,Kapuskasing, P5N1L5,78,17.0,11.0,5.0,2.0,1.0,1.0,8.0,5.0,4.0,4.0,3.0,
386,NORTH LAMBTON LODGE,39 Morris Street R.R. #6,"Forest, N0N1J0",Erie St. Clair,The Corporation Of The County Of Lambton,,Municipal,Home with approximately 88 beds,No,Yes,Yes,No,,Forest, N0N1J0,88,27.0,16.0,9.0,6.0,5.0,2.0,17.0,8.0,7.0,,,
387,NORTH PARK NURSING HOME,450 Rustic Road,"North York, M6L1W9",Central,North Park Nursing Home Limited,Assured Care Consulting Inc.,For-Profit,Home with approximately 75 beds,No,Yes,Yes,Yes,,North York, M6L1W9,75,26.0,8.0,5.0,11.0,2.0,1.0,6.0,2.0,2.0,3.0,1.0,
388,NORTH RENFREW LONG-TERM CARE SERVICES,47 Ridge Road P.O. Box 1988,"Deep River, K0J1P0",Champlain,North Renfrew Long-term Care Services Inc.,,Non-Profit,Home with approximately 21 beds,Yes,Yes,No,No,,Deep River, K0J1P0,21,22.0,10.0,5.0,4.0,1.0,1.0,6.0,4.0,2.0,5.0,1.0,
389,NORTH SHORE HEALTH NETWORK – ELDCAP UNIT,525 Causley Street P.O. Box 970,"Blind River, P0R1B0",North East,North Shore Health Network,,Non-Profit,Home with approximately 10 beds,No,Yes,No,Yes,,Blind River, P0R1B0,10,12.0,6.0,2.0,1.0,,,4.0,,,2.0,1.0,
390,NORTH SHORE HEALTH NETWORK – LTC UNIT,525 Causley Street P. O. Box 970,"Blind River, P0R1B0",North East,North Shore Health Network,,Non-Profit,Home with approximately 22 beds,No,Yes,Yes,Yes,,Blind River, P0R1B0,22,15.0,7.0,3.0,3.0,,,4.0,1.0,1.0,5.0,3.0,1.0
391,NORTHLAND POINTE,2 Fielden Avenue,"Port Colborne, L3K6G4",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 151 beds,No,Yes,No,Yes,,Port Colborne, L3K6G4,151,31.0,12.0,8.0,12.0,2.0,2.0,10.0,5.0,4.0,8.0,1.0,1.0
392,NORTHRIDGE,496 Postridge Drive,"Oakville, L6H7A2",Mississauga Halton,Axr Operating (National) Lp,,For-Profit,Home with approximately 133 beds,No,Yes,Yes,Yes,,Oakville, L6H7A2,133,35.0,13.0,5.0,15.0,2.0,1.0,11.0,6.0,3.0,8.0,4.0,1.0
394,NORTHVIEW NURSING HOME,77 River Road P.O. Box 1139,"Englehart, P0J1H0",North East,675412 Ontario Inc.,,For-Profit,Home with approximately 48 beds,Yes,Yes,No,Yes,,Englehart, P0J1H0,48,22.0,14.0,6.0,8.0,6.0,3.0,4.0,3.0,1.0,7.0,4.0,1.0
395,NORTHWOOD LODGE,51 Highway 105 P.O. Box 420,"Red Lake, P0V2M0",North West,Board Of Management Of The District Of Kenora,,Municipal,Home with approximately 32 beds,No,Yes,Yes,No,,Red Lake, P0V2M0,32,19.0,11.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,13.0,7.0,2.0
396,NORVIEW LODGE,44 Rob Blake Way,"Simcoe, N3Y0E3",Hamilton Niagara Haldimand Brant (Hnhb),The Corporation Of Norfolk County,,Municipal,Home with approximately 180 beds,Yes,Yes,Yes,Yes,,Simcoe, N3Y0E3,180,24.0,14.0,5.0,6.0,1.0,,10.0,6.0,3.0,4.0,4.0,1.0
397,NORWOOD NURSING HOME,122 Tyndall Avenue,"Toronto, M6K2E2",Toronto Central,Norwood Nursing Home Limited,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Toronto, M6K2E2,60,15.0,8.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,,
398,OAK TERRACE,291 Mississaga Street West,"Orillia, L3V3B9",North Simcoe Muskoka,Revera Long Term Care Inc.,,For-Profit,Home with approximately 94 beds,No,Yes,Yes,Yes,,Orillia, L3V3B9,94,31.0,8.0,5.0,14.0,,,7.0,3.0,3.0,5.0,2.0,2.0
399,OAKWOOD PARK LODGE,6747 Oakwood Drive,"Niagara Falls, L2E6S5",Hamilton Niagara Haldimand Brant (Hnhb),Maryban Holdings Ltd.,,For-Profit,Home with approximately 153 beds,Yes,Yes,No,Yes,,Niagara Falls, L2E6S5,153,51.0,29.0,16.0,21.0,11.0,7.0,14.0,7.0,6.0,13.0,9.0,2.0
400,ONEIDA NATION OF THE THAMES LONG-TERM CARE HOME (TSI' NU: YOYANTLE' NA' TUHUWATISNI),"2229 Elm Avenue, R.R. #2","Southwold, N0L2G0",South West,Oneida Nation Of The Thames,,Non-Profit,Home with approximately 64 beds,No,Yes,Yes,No,,Southwold, N0L2G0,64,39.0,19.0,5.0,23.0,7.0,,7.0,5.0,4.0,3.0,3.0,1.0
401,ORCHARD TERRACE CARE CENTRE,199 Glover Road,"Stoney Creek, L8E5J2",Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres Lp,,For-Profit,Home with approximately 45 beds,No,Yes,Yes,Yes,,Stoney Creek, L8E5J2,45,20.0,13.0,5.0,7.0,5.0,2.0,3.0,1.0,1.0,7.0,6.0,1.0
402,ORCHARD VILLA,1955 Valley Farm Road,"Pickering, L1V3R6",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 233 beds,No,Yes,Yes,Yes,,Pickering, L1V3R6,233,69.0,38.0,14.0,30.0,14.0,7.0,20.0,8.0,4.0,20.0,16.0,4.0
403,OWEN HILL CARE COMMUNITY,130 Owen Street,"Barrie, L4M3H7",North Simcoe Muskoka,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 57 beds,No,Yes,Yes,Yes,,Barrie, L4M3H7,57,18.0,9.0,5.0,5.0,1.0,1.0,7.0,3.0,3.0,2.0,,
404,PARISIEN MANOR,439 Second Street East,"Cornwall, K6H1Z2",Champlain,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 65 beds,No,Yes,No,Yes,,Cornwall, K6H1Z2,65,31.0,20.0,10.0,18.0,11.0,6.0,7.0,4.0,2.0,2.0,2.0,2.0
405,PARK LANE TERRACE,295 Grand River Street North,"Paris, N3L2N9",Hamilton Niagara Haldimand Brant (Hnhb),Park Lane Terrace Limited,Apans Health Services,For-Profit,Home with approximately 132 beds,No,Yes,Yes,Yes,,Paris, N3L2N9,132,46.0,36.0,16.0,20.0,15.0,5.0,11.0,9.0,7.0,15.0,14.0,7.0
406,PARKVIEW HOME LONG-TERM CARE,123 Weldon Road,"Stouffville, L4A0G8",Central,The Mennonite Home Association As York County,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Stouffville, L4A0G8,128,17.0,10.0,5.0,4.0,2.0,2.0,6.0,3.0,3.0,3.0,2.0,
407,PARKVIEW MANOR HEALTH CARE CENTRE,98-3rd Street South East P.O. Box 298,"Chesley, N0G1L0",South West,Grosvenor Health Care Partnership (No. 3),Extendicare (Canada) Inc.,For-Profit,Home with approximately 34 beds,No,Yes,Yes,Yes,,Chesley, N0G1L0,34,17.0,11.0,7.0,5.0,1.0,1.0,3.0,2.0,2.0,8.0,8.0,4.0
408,PARKVIEW NURSING CENTRE,545 King Street West,"Hamilton, L8P1C1",Hamilton Niagara Haldimand Brant (Hnhb),The Parkview Health Care Partnership On Behalf Of 593405 Ontario Limited As General Partner,Metcap Living Management Inc./Gestion Residentielle Metcap Inc.,For-Profit,Home with approximately 126 beds,No,Yes,Yes,Yes,,Hamilton, L8P1C1,126,14.0,9.0,5.0,7.0,4.0,3.0,2.0,2.0,2.0,,,
409,PARKWOOD MENNONITE HOME,726 New Hampshire Street,"Waterloo, N2K4M1",Waterloo Wellington,Parkwood Mennonite Home Inc.,,Non-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Waterloo, N2K4M1,96,22.0,13.0,9.0,7.0,4.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0
410,PEEL MANOR,525 Main Street North,"Brampton, L6X1N9",Central West,The Regional Municipality Of Peel (See Owner No. 416),,Municipal,Home with approximately 177 beds,No,Yes,Yes,Yes,,Brampton, L6X1N9,177,55.0,15.0,6.0,24.0,4.0,1.0,15.0,7.0,5.0,10.0,1.0,
412,PEOPLECARE A.R. GOUDIE KITCHENER,369 Frederick Street,"Kitchener, N2H2P1",Waterloo Wellington,Peoplecare Not-for-profit Homes Inc.,Peoplecare Inc.,Non-Profit,Home with approximately 80 beds,No,Yes,Yes,Yes,,Kitchener, N2H2P1,80,32.0,17.0,7.0,13.0,7.0,5.0,13.0,5.0,2.0,2.0,2.0,
413,PEOPLECARE HILLTOP MANOR CAMBRIDGE,42 Elliott Street,"Cambridge, N1R2J2",Waterloo Wellington,Peoplecare Communities Inc.,,For-Profit,Home with approximately 185 beds,No,Yes,Yes,Yes,,Cambridge, N1R2J2,185,42.0,23.0,6.0,15.0,8.0,2.0,18.0,10.0,3.0,7.0,7.0,3.0
414,PEOPLECARE OAKCROSSING LONDON,1242 Oakcrossing Road,"London, N6H0G2",South West,Peoplecare Communities Inc.,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,London, N6H0G2,160,83.0,27.0,14.0,47.0,14.0,6.0,30.0,9.0,7.0,1.0,1.0,1.0
415,PEOPLECARE TAVISTOCK,28 William Street North P.O. Box 460,"Tavistock, N0B2R0",South West,Peoplecare Communities Inc.,,For-Profit,Home with approximately 100 beds,Yes,Yes,No,Yes,,Tavistock, N0B2R0,100,22.0,10.0,5.0,7.0,3.0,2.0,10.0,4.0,3.0,,,
416,PERTH COMMUNITY CARE CENTRE,101 Christie Lake Road R. R. #4,"Perth, K7H3C6",South East,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 121 beds,No,Yes,Yes,Yes,,Perth, K7H3C6,121,40.0,24.0,14.0,12.0,6.0,4.0,11.0,10.0,6.0,12.0,4.0,3.0
417,PETER D. CLARK CENTRE,9 Meridian Place,"Ottawa, K2G6P8",Champlain,City Of Ottawa,,Municipal,Home with approximately 216 beds,No,Yes,Yes,Yes,,Ottawa, K2G6P8,216,91.0,69.0,35.0,44.0,36.0,19.0,32.0,20.0,12.0,11.0,9.0,3.0
420,PINE MEADOW NURSING HOME,124 Lloyd Street P.O. Box 100,"Northbrook, K0H2G0",South East,Land O'lakes Community Services,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Northbrook, K0H2G0,60,20.0,13.0,5.0,7.0,5.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0
421,PINE VILLA NURSING HOME,490 Highway #8,"Stoney Creek, L8G1G6",Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres I I Gp Inc,,For-Profit,Home with approximately 41 beds,No,Yes,No,No,,Stoney Creek, L8G1G6,41,21.0,16.0,6.0,5.0,3.0,2.0,4.0,4.0,3.0,7.0,6.0,
422,PINECREST (KENORA),1220 Valley Drive,"Kenora, P9N2W7",North West,Board Of Management Of The District Of Kenora,,Municipal,Home with approximately 116 beds,Yes,Yes,Yes,No,,Kenora, P9N2W7,116,25.0,13.0,6.0,5.0,2.0,1.0,8.0,2.0,1.0,5.0,3.0,2.0
