name,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,number_beds,CSDname,CSDuid,latitude,longitude
MCCORMICK HOME,2022 Kains Road,South West,Non-Profit,Yes,Yes,Yes,Yes,,London, N6K0A8,47.0,18.0,9.0,18.0,4.0,1.0,23.0,10.0,6.0,,,,mccormick home,,,,,160.0,London,3539036.0,42.96884017,-81.35418445
MCGARRELL PLACE,355 McGarrell Drive,South West,For-Profit,No,Yes,Yes,Yes,,London, N6G0B1,48.0,22.0,11.0,13.0,6.0,1.0,30.0,13.0,10.0,1.0,,,mcgarrell place,,,,,157.0,London,3539036.0,43.02383798,-81.29614393
MEADOW PARK (LONDON),1210 Southdale Road East,South West,For-Profit,Yes,Yes,Yes,Yes,,London, N6E1B4,90.0,50.0,13.0,48.0,26.0,8.0,25.0,15.0,3.0,12.0,9.0,2.0,meadow park (london),<5,<5,8,Active,126.0,London,3539036.0,42.94667847,-81.20205190000001
MEADOW PARK NURSING HOME (CHATHAM),110 Sandys Street,Erie St. Clair,For-Profit,Yes,Yes,Yes,Yes,,Chatham, N7L4X3,19.0,8.0,5.0,8.0,2.0,2.0,6.0,2.0,2.0,,,,meadow park nursing home (chatham),,,,,99.0,Chatham-Kent,3536020.0,42.40705193,-82.19885326
MEAFORD LONG TERM CARE - A PEOPLECARE COMMUNITY,135 William Street,South West,For-Profit,Yes,Yes,Yes,Yes,,Meaford, N4L1T4,36.0,9.0,5.0,10.0,2.0,2.0,14.0,3.0,2.0,7.0,3.0,3.0,meaford long term care - a peoplecare community,,,,,77.0,Meaford,3542047.0,44.61169379,-80.60054596
MENNONITE BRETHREN SENIOR CITIZENS HOME,1 Tabor Drive,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Yes,Yes,Yes,No,,St Catharines, L2N1V9,28.0,13.0,6.0,5.0,1.0,,13.0,6.0,4.0,4.0,4.0,1.0,mennonite brethren senior citizens home,,,,,82.0,St. Catharines,3526053.0,43.1888487,-79.2335379
MIDDLESEX TERRACE,2094 Gideon Drive R.R. #1,South West,For-Profit,No,Yes,Yes,Yes,,Delaware, N0L1E0,43.0,21.0,7.0,10.0,5.0,,25.0,11.0,6.0,3.0,2.0,,middlesex terrace,,,,,105.0,Middlesex Centre,3539033.0,42.92353736,-81.42514196
MIDLAND GARDENS CARE COMMUNITY,130 Midland Avenue,Central East,For-Profit,Yes,Yes,Yes,Yes,,Scarborough, M1N4B2,84.0,60.0,37.0,39.0,27.0,20.0,26.0,16.0,9.0,32.0,31.0,16.0,midland gardens care community,67,16,22,Active,299.0,Toronto,3520005.0,43.7083586,-79.24749635
MILL CREEK CARE CENTRE,286 Hurst Drive,North Simcoe Muskoka,Non-Profit,Yes,Yes,Yes,Yes,,Barrie, L4N0Z3,35.0,13.0,6.0,17.0,3.0,2.0,9.0,4.0,1.0,10.0,6.0,2.0,mill creek care centre,,,,,160.0,Barrie,3543042.0,44.3689931,-79.65609964
MILLENNIUM TRAIL MANOR,6861 Oakwood Drive,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Niagara Falls, L2E6S5,50.0,23.0,13.0,23.0,9.0,5.0,16.0,8.0,6.0,13.0,4.0,1.0,millennium trail manor,,,,,160.0,Niagara Falls,3526043.0,43.076347,-79.11734305
MIRAMICHI LODGE,725 Pembroke Street West,Champlain,Municipal,Yes,Yes,Yes,Yes,,Pembroke, K8A8S6,30.0,18.0,10.0,11.0,8.0,5.0,15.0,7.0,5.0,1.0,1.0,1.0,miramichi lodge,,0,,Inactive,166.0,Pembroke,3547064.0,45.82684776,-77.13017355
MISSISSAUGA LONG TERM CARE FACILITY,26 Peter Street North,Mississauga Halton,For-Profit,No,Yes,No,Yes,,Mississauga, L5H2G7,15.0,11.0,6.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,mississauga long term care facility,,,,,55.0,Mississauga,3521005.0,43.54970386,-79.59094324
MITCHELL NURSING HOME,"184 Napier Street, S.S. #1",South West,Non-Profit,No,Yes,Yes,No,,Mitchell, N0K1N0,34.0,10.0,5.0,14.0,5.0,2.0,9.0,2.0,2.0,6.0,1.0,1.0,mitchell nursing home,,,,,48.0,West Perth,3531025.0,43.47396537,-81.20189084
MOIRA PLACE LONG-TERM CARE HOME,415 River Street West P.O. Box 200,South East,For-Profit,No,Yes,Yes,Yes,,Tweed, K0K3J0,37.0,27.0,7.0,12.0,7.0,2.0,14.0,13.0,4.0,5.0,2.0,,moira place long-term care home,,0,,Inactive,128.0,Tweed,3512030.0,44.47111572,-77.31915479
MON SHEONG HOME FOR THE AGED,36 D'Arcy Street,Toronto Central,Non-Profit,Yes,Yes,No,No,,Toronto, M5T1J7,13.0,9.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,,,,mon sheong home for the aged,58,33,16,Active,105.0,Toronto,3520005.0,43.65527498,-79.39314779
MON SHEONG RICHMOND HILL LONG TERM CARE CENTRE,11199 Yonge Street,Central,Non-Profit,Yes,Yes,Yes,No,,Richmond Hill, L4S1L2,13.0,10.0,6.0,4.0,4.0,4.0,4.0,2.0,2.0,,,,mon sheong richmond hill long term care centre,,,,,192.0,Richmond Hill,3519038.0,43.90134473,-79.44320193
MON SHEONG SCARBOROUGH LONG TERM CARE CENTRE,2030 Mcnicoll Avenue,Central East,Non-Profit,Yes,Yes,Yes,No,,Scarborough, M1V5P4,18.0,13.0,6.0,5.0,4.0,2.0,8.0,6.0,3.0,2.0,1.0,,mon sheong scarborough long term care centre,,0,,Inactive,160.0,Toronto,3520005.0,43.81309612,-79.29999097
MONTFORT,705 Montreal Road,Champlain,For-Profit,No,Yes,Yes,Yes,,Ottawa, K1K0M9,87.0,51.0,24.0,41.0,23.0,20.0,27.0,10.0,4.0,14.0,12.0,,montfort,<5,29,<5,Active,128.0,Ottawa,3506008.0,45.44672936,-75.64059562
MORRISTON PARK NURSING HOME,7363 Calfass Road R. R. #2,Waterloo Wellington,For-Profit,No,Yes,No,No,,Puslinch, N0B2J0,20.0,6.0,2.0,4.0,1.0,,5.0,1.0,1.0,6.0,,,morriston park nursing home,,,,,28.0,Puslinch,3523001.0,43.44004921,-80.1276776
MOUNT HOPE CENTRE FOR LONG TERM CARE,21 Grosvenor Street P.O. Box 5777,South West,Non-Profit,Yes,Yes,Yes,Yes,,London, N6A1Y6,87.0,44.0,15.0,39.0,15.0,1.0,34.0,21.0,11.0,19.0,12.0,4.0,mount hope centre for long term care,,0,,Inactive,394.0,London,3539036.0,42.99894988,-81.25634222
MOUNT NEMO CHRISTIAN NURSING HOME,4486 Guelph Line,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,,Burlington, L7P0N2,19.0,11.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,mount nemo christian nursing home,,,,,61.0,Burlington,3524002.0,43.40257242,-79.87556992
MUSKOKA LANDING,65 Rogers Cove Drive,North Simcoe Muskoka,For-Profit,Yes,Yes,Yes,Yes,,Huntsville, P1H2L9,32.0,16.0,8.0,15.0,2.0,2.0,9.0,6.0,3.0,5.0,5.0,1.0,muskoka landing,,,,,94.0,Huntsville,3544042.0,45.33624348,-79.20221468
MUSKOKA SHORES CARE COMMUNITY,200 Kelly Drive,North Simcoe Muskoka,For-Profit,No,Yes,Yes,Yes,,Gravenhurst, P1P1P3,43.0,29.0,18.0,18.0,9.0,5.0,14.0,12.0,8.0,12.0,11.0,5.0,muskoka shores care community,,,,,183.0,Gravenhurst,3544002.0,44.9143044,-79.36729389
"NIAGARA HEALTH SYSTEM, WELLAND HOSPITAL SITE, EXTENDED CARE UNIT",155 Ontario Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,No,Yes,,St. Catharines, L2R5K3,30.0,13.0,5.0,12.0,,,5.0,4.0,3.0,10.0,5.0,1.0,"niagara health system, welland hospital site, extended care unit",,,,,115.0,Welland,3526032.0,42.97988177,-79.24856448
NIAGARA INA GRAFTON GAGE VILLAGE,413 Linwell Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,,St Catharines, L2M7Y2,30.0,21.0,7.0,8.0,5.0,2.0,3.0,3.0,2.0,13.0,9.0,2.0,niagara ina grafton gage village,,,,,40.0,St. Catharines,3526053.0,43.20027151,-79.22528859
NIAGARA LONG TERM CARE RESIDENCE,120 Wellington Street P.O. Box 985,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Niagara-On-The-Lake, L0S1J0,19.0,9.0,6.0,9.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,chartwell niagara long term care residence,,,,,124.0,Niagara-on-the-Lake,3526047.0,43.2549638,-79.0657413
NIPIGON DISTRICT MEMORIAL HOSPITAL,125 Hogan Road P O Box 37,North West,Non-Profit,No,Yes,No,Yes,,Nipigon, P0T2J0,13.0,9.0,5.0,1.0,1.0,,3.0,2.0,2.0,4.0,2.0,2.0,nipigon district memorial hospital,,,,,15.0,Nipigon,3558044.0,49.0155755,-88.2759054
NIPISSING MANOR NURSING CARE CENTER,1202 Highway 94,North East,For-Profit,No,Yes,Yes,Yes,,Corbeil, P0H1K0,20.0,15.0,10.0,5.0,3.0,2.0,6.0,5.0,4.0,3.0,3.0,3.0,nipissing manor nursing care center,,,,,120.0,East Ferris,3548034.0,46.24835493,-79.33681562
NISBET LODGE,740 Pape Avenue,Toronto Central,Non-Profit,No,Yes,Yes,Yes,,Toronto, M4K3S7,15.0,12.0,8.0,7.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,nisbet lodge,,,,,103.0,Toronto,3520005.0,43.68025289,-79.34558197
NITHVIEW HOME,200 Boullee Street,Waterloo Wellington,Non-Profit,No,Yes,Yes,No,,New Hamburg, N3A2K4,46.0,23.0,11.0,15.0,7.0,3.0,21.0,8.0,5.0,9.0,8.0,4.0,nithview home,,,,,99.0,Wilmot,3530020.0,43.38053997,-80.70159538
NORFINCH CARE COMMUNITY,22 Norfinch Drive,Central,For-Profit,No,Yes,Yes,Yes,,North York, M3N1X1,17.0,13.0,7.0,9.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,norfinch care community,,,,,160.0,Toronto,3520005.0,43.7567876,-79.52618684
NORTH CENTENNIAL MANOR,2 Kimberly Drive,North East,Non-Profit,No,Yes,Yes,No,,Kapuskasing, P5N1L5,17.0,11.0,5.0,2.0,1.0,1.0,8.0,5.0,4.0,4.0,3.0,,north centennial manor,,,,,78.0,Kapuskasing,3556066.0,49.42402834,-82.43174902
NORTH LAMBTON LODGE,39 Morris Street R.R. #6,Erie St. Clair,Municipal,No,Yes,Yes,No,,Forest, N0N1J0,27.0,16.0,9.0,6.0,5.0,2.0,17.0,8.0,7.0,,,,north lambton lodge,,,,,88.0,Lambton Shores,3538040.0,43.09281026,-81.99290376
NORTH PARK NURSING HOME,450 Rustic Road,Central,For-Profit,No,Yes,Yes,Yes,,North York, M6L1W9,26.0,8.0,5.0,11.0,2.0,1.0,6.0,2.0,2.0,3.0,1.0,,north park nursing home,,0,,Inactive,75.0,Toronto,3520005.0,43.71741799,-79.48214652
NORTH RENFREW LONG-TERM CARE SERVICES,47 Ridge Road P.O. Box 1988,Champlain,Non-Profit,Yes,Yes,No,No,,Deep River, K0J1P0,22.0,10.0,5.0,4.0,1.0,1.0,6.0,4.0,2.0,5.0,1.0,,north renfrew long-term care services inc.,,,,,21.0,Deep River,3547096.0,46.10283609,-77.48846579
NORTH SHORE HEALTH NETWORK – ELDCAP UNIT,525 Causley Street P.O. Box 970,North East,Non-Profit,No,Yes,No,Yes,,Blind River, P0R1B0,12.0,6.0,2.0,1.0,,,4.0,,,2.0,1.0,,north shore health network - eldcap unit,,,,,10.0,Blind River,3557038.0,46.18737143,-82.92406797
NORTH SHORE HEALTH NETWORK – LTC UNIT,525 Causley Street P. O. Box 970,North East,Non-Profit,No,Yes,Yes,Yes,,Blind River, P0R1B0,15.0,7.0,3.0,3.0,,,4.0,1.0,1.0,5.0,3.0,1.0,north shore health network - ltc unit,,,,,22.0,Blind River,3557038.0,46.18737143,-82.92406797
NORTHLAND POINTE,2 Fielden Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,No,Yes,,Port Colborne, L3K6G4,31.0,12.0,8.0,12.0,2.0,2.0,10.0,5.0,4.0,8.0,1.0,1.0,northland pointe,,,,,151.0,Port Colborne,3526011.0,42.8807752,-79.25766920000002
NORTHRIDGE,496 Postridge Drive,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,,Oakville, L6H7A2,35.0,13.0,5.0,15.0,2.0,1.0,11.0,6.0,3.0,8.0,4.0,1.0,northridge,,0,,Inactive,133.0,Oakville,3524001.0,43.48960334,-79.71426817
NORTHVIEW NURSING HOME,77 River Road P.O. Box 1139,North East,For-Profit,Yes,Yes,No,Yes,,Englehart, P0J1H0,22.0,14.0,6.0,8.0,6.0,3.0,4.0,3.0,1.0,7.0,4.0,1.0,northview nursing home,,0,,Inactive,48.0,Englehart,3554052.0,47.8219425,-79.8655049
NORTHWOOD LODGE,51 Highway 105 P.O. Box 420,North West,Municipal,No,Yes,Yes,No,,Red Lake, P0V2M0,19.0,11.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,13.0,7.0,2.0,northwood lodge,,,,,32.0,Red Lake,3560042.0,51.01327044,-93.82244384
NORVIEW LODGE,44 Rob Blake Way,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Yes,Yes,Yes,Yes,,Simcoe, N3Y0E3,24.0,14.0,5.0,6.0,1.0,,10.0,6.0,3.0,4.0,4.0,1.0,norview lodge,0,0,<5,Active,179.0,Norfolk County,3528052.0,42.8372838,-80.33304111
NORWOOD NURSING HOME,122 Tyndall Avenue,Toronto Central,For-Profit,No,Yes,Yes,Yes,,Toronto, M6K2E2,15.0,8.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,,,norwood nursing home,,0,,Inactive,60.0,Toronto,3520005.0,43.63752278,-79.4293819
OAK TERRACE,291 Mississaga Street West,North Simcoe Muskoka,For-Profit,No,Yes,Yes,Yes,,Orillia, L3V3B9,31.0,8.0,5.0,14.0,,,7.0,3.0,3.0,5.0,2.0,2.0,oak terrace,,,,,94.0,Orillia,3543052.0,44.60302415,-79.43126489
OAKWOOD PARK LODGE,6747 Oakwood Drive,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,No,Yes,,Niagara Falls, L2E6S5,51.0,29.0,16.0,21.0,11.0,7.0,14.0,7.0,6.0,13.0,9.0,2.0,oakwood park lodge,,,,,153.0,Niagara Falls,3526043.0,43.0769904,-79.11785895
ONEIDA NATION OF THE THAMES LONG-TERM CARE HOME (TSI' NU: YOYANTLE' NA' TUHUWATISNI),"2229 Elm Avenue, R.R. #2",South West,Non-Profit,No,Yes,Yes,No,,Southwold, N0L2G0,39.0,19.0,5.0,23.0,7.0,,7.0,5.0,4.0,3.0,3.0,1.0,oneida nation of the thames long-term care home (tsi' nu: yoyantle' na' tuhuwatisni),,,,,64.0,Oneida 41,3539021.0,42.81734514,-81.41178225
ORCHARD TERRACE CARE CENTRE,199 Glover Road,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Stoney Creek, L8E5J2,20.0,13.0,5.0,7.0,5.0,2.0,3.0,1.0,1.0,7.0,6.0,1.0,orchard terrace care centre,,,,,45.0,Hamilton,3525005.0,43.21015079,-79.68313844
ORCHARD VILLA,1955 Valley Farm Road,Central East,For-Profit,No,Yes,Yes,Yes,,Pickering, L1V3R6,69.0,38.0,14.0,30.0,14.0,7.0,20.0,8.0,4.0,20.0,16.0,4.0,orchard villa,<5,69,7,Active,233.0,Pickering,3518001.0,43.84623863,-79.0826885
OWEN HILL CARE COMMUNITY,130 Owen Street,North Simcoe Muskoka,For-Profit,No,Yes,Yes,Yes,,Barrie, L4M3H7,18.0,9.0,5.0,5.0,1.0,1.0,7.0,3.0,3.0,2.0,,,owen hill care community,0,12,<5,Active,57.0,Barrie,3543042.0,44.3951391,-79.69019855
PARISIEN MANOR,439 Second Street East,Champlain,For-Profit,No,Yes,No,Yes,,Cornwall, K6H1Z2,31.0,20.0,10.0,18.0,11.0,6.0,7.0,4.0,2.0,2.0,2.0,2.0,parisien manor,,,,,65.0,Cornwall,3501012.0,45.02136413,-74.71865558
PARK LANE TERRACE,295 Grand River Street North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Paris, N3L2N9,46.0,36.0,16.0,20.0,15.0,5.0,11.0,9.0,7.0,15.0,14.0,7.0,park lane terrace,,,,,132.0,Brant,3529005.0,43.21149506,-80.38916816
PARKVIEW HOME LONG-TERM CARE,123 Weldon Road,Central,Non-Profit,No,Yes,Yes,Yes,,Stouffville, L4A0G8,17.0,10.0,5.0,4.0,2.0,2.0,6.0,3.0,3.0,3.0,2.0,,parkview home long-term care,,,,,128.0,Whitchurch-Stouffville,3519044.0,43.96541475,-79.25898437
PARKVIEW MANOR HEALTH CARE CENTRE,98-3rd Street South East P.O. Box 298,South West,For-Profit,No,Yes,Yes,Yes,,Chesley, N0G1L0,17.0,11.0,7.0,5.0,1.0,1.0,3.0,2.0,2.0,8.0,8.0,4.0,parkview manor health care centre,,0,,Inactive,34.0,Arran-Elderslie,3541043.0,44.2983199,-81.091335
PARKVIEW NURSING CENTRE,545 King Street West,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Hamilton, L8P1C1,14.0,9.0,5.0,7.0,4.0,3.0,2.0,2.0,2.0,,,,parkview nursing centre,,,,,126.0,Hamilton,3525005.0,43.26103249,-79.88486411
PARKWOOD MENNONITE HOME,726 New Hampshire Street,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,,Waterloo, N2K4M1,22.0,13.0,9.0,7.0,4.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,parkwood mennonite home,0,0,<5,Active,96.0,Waterloo,3530016.0,43.51640151,-80.50225763
PEEL MANOR,525 Main Street North,Central West,Municipal,No,Yes,Yes,Yes,,Brampton, L6X1N9,55.0,15.0,6.0,24.0,4.0,1.0,15.0,7.0,5.0,10.0,1.0,,peel manor,<5,<5,6,Active,177.0,Brampton,3521010.0,43.69999507,-79.78142981
PEOPLECARE A.R. GOUDIE KITCHENER,369 Frederick Street,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,,Kitchener, N2H2P1,32.0,17.0,7.0,13.0,7.0,5.0,13.0,5.0,2.0,2.0,2.0,,peoplecare a.r. goudie kitchener,<5,9,18,Active,80.0,Kitchener,3530013.0,43.4564955,-80.47446971
PEOPLECARE HILLTOP MANOR CAMBRIDGE,42 Elliott Street,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,,Cambridge, N1R2J2,42.0,23.0,6.0,15.0,8.0,2.0,18.0,10.0,3.0,7.0,7.0,3.0,peoplecare hilltop manor cambridge,,0,,Inactive,185.0,Cambridge,3530010.0,43.35352749,-80.30996865
PEOPLECARE OAKCROSSING LONDON,1242 Oakcrossing Road,South West,For-Profit,No,Yes,Yes,Yes,,London, N6H0G2,83.0,27.0,14.0,47.0,14.0,6.0,30.0,9.0,7.0,1.0,1.0,1.0,peoplecare oakcrossing london,,0,,Inactive,160.0,London,3539036.0,42.99044098,-81.31277543
PEOPLECARE TAVISTOCK,28 William Street North P.O. Box 460,South West,For-Profit,Yes,Yes,No,Yes,,Tavistock, N0B2R0,22.0,10.0,5.0,7.0,3.0,2.0,10.0,4.0,3.0,,,,peoplecare tavistock,,,,,100.0,East Zorra-Tavistock,3532038.0,43.31908376,-80.83917752
PERTH COMMUNITY CARE CENTRE,101 Christie Lake Road R. R. #4,South East,For-Profit,No,Yes,Yes,Yes,,Perth, K7H3C6,40.0,24.0,14.0,12.0,6.0,4.0,11.0,10.0,6.0,12.0,4.0,3.0,perth community care centre,,,,,121.0,Tay Valley,3509015.0,44.90433714,-76.27097938
PETER D. CLARK CENTRE,9 Meridian Place,Champlain,Municipal,No,Yes,Yes,Yes,,Ottawa, K2G6P8,91.0,69.0,35.0,44.0,36.0,19.0,32.0,20.0,12.0,11.0,9.0,3.0,peter d. clark centre,18,5,16,Active,216.0,Ottawa,3506008.0,45.34293864,-75.76125205
PINE MEADOW NURSING HOME,124 Lloyd Street P.O. Box 100,South East,Non-Profit,Yes,Yes,Yes,Yes,,Northbrook, K0H2G0,20.0,13.0,5.0,7.0,5.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,pine meadow nursing home,,,,,60.0,Addington Highlands,3511035.0,44.7375315,-77.1556304
PINE VILLA NURSING HOME,490 Highway #8,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,No,No,,Stoney Creek, L8G1G6,21.0,16.0,6.0,5.0,3.0,2.0,4.0,4.0,3.0,7.0,6.0,,pine villa nursing home,,,,,41.0,Hamilton,3525005.0,43.21627369,-79.71616285
PINECREST (KENORA),1220 Valley Drive,North West,Municipal,Yes,Yes,Yes,No,,Kenora, P9N2W7,25.0,13.0,6.0,5.0,2.0,1.0,8.0,2.0,1.0,5.0,3.0,2.0,pinecrest (kenora),,,,,116.0,Kenora,3560010.0,49.7799152,-94.4631099
PINECREST (PLANTAGENET),101 Parent Street P.O. Box 250,Champlain,For-Profit,No,Yes,Yes,No,,Plantagenet, K0B1L0,50.0,32.0,12.0,20.0,12.0,6.0,18.0,10.0,4.0,4.0,2.0,,pinecrest (plantagenet),23,11,<5,Active,60.0,Alfred and Plantagenet,3502023.0,45.5420141,-74.99812112
PINECREST MANOR,399 Bob Street P.O. BOX 220,South West,For-Profit,No,Yes,Yes,Yes,,Lucknow, N0G2H0,19.0,11.0,5.0,5.0,2.0,1.0,8.0,5.0,3.0,3.0,3.0,,pinecrest manor,,,,,61.0,Huron-Kinloss,3541015.0,43.95579153,-81.51071469
PINECREST NURSING HOME - BOBCAYGEON,3418 County Road 36 R.R. #2,Central East,For-Profit,No,Yes,Yes,No,,Bobcaygeon, K0M1A0,20.0,11.0,5.0,3.0,,,5.0,3.0,2.0,6.0,4.0,2.0,pinecrest nursing home (bobcaygeon),,29,,Inactive,65.0,Kawartha Lakes,3516010.0,44.52836508,-78.53389679
PINEHAVEN NURSING HOME,229 Lexington Road,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,,Waterloo, N2K2E1,39.0,19.0,7.0,14.0,7.0,2.0,13.0,6.0,3.0,3.0,2.0,1.0,pinehaven nursing home,,0,,Inactive,84.0,Waterloo,3530016.0,43.4926954,-80.51167673
PIONEER MANOR,960 Notre Dame Avenue,North East,Municipal,No,Yes,Yes,Yes,,Sudbury, P3A2T4,75.0,43.0,21.0,27.0,14.0,7.0,23.0,14.0,7.0,26.0,14.0,4.0,pioneer manor,,0,,Inactive,433.0,Greater Sudbury / Grand Sudbury,3553005.0,46.51756439,-80.98200638
PIONEER RIDGE,750 Tungsten Street,North West,Municipal,No,Yes,Yes,Yes,,Thunder Bay, P7B6R1,29.0,13.0,7.0,11.0,4.0,3.0,8.0,3.0,2.0,5.0,2.0,1.0,pioneer ridge,,,,,150.0,Thunder Bay,3558004.0,48.41777116,-89.25595747
PLEASANT MANOR RETIREMENT VILLAGE,15 Elden Street Box 500,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,No,No,,Virgil, L0S1T0,14.0,9.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,pleasant manor retirement village,,,,,41.0,Niagara-on-the-Lake,3526047.0,43.22673892,-79.12186246
PLEASANT MEADOW MANOR,99 Alma Street P. O. Box 426,Central East,For-Profit,No,Yes,Yes,Yes,,Norwood, K0L2V0,22.0,12.0,7.0,8.0,4.0,4.0,7.0,4.0,3.0,2.0,2.0,,pleasant meadow manor,,,,,61.0,Asphodel-Norwood,3515003.0,44.37927558,-77.96791169
PORT PERRY PLACE,15941 Simcoe Street,Central East,For-Profit,No,Yes,Yes,Yes,,Port Perry, L9L1N5,50.0,27.0,6.0,28.0,16.0,4.0,12.0,7.0,2.0,8.0,4.0,1.0,port perry place,,,,,107.0,Scugog,3518020.0,44.11144499,-78.95044579
POST INN VILLAGE,203 Georgian Drive,Mississauga Halton,Municipal,Yes,Yes,Yes,Yes,,Oakville, L6H7H9,35.0,11.0,5.0,20.0,3.0,1.0,9.0,4.0,3.0,2.0,1.0,,post inn village,0,0,<5,Active,228.0,Oakville,3524001.0,43.48026034,-79.71675247
PRINCESS COURT,Princess Street Box 725,North West,Municipal,Yes,Yes,Yes,No,,Dryden, P8N2Z4,28.0,8.0,6.0,9.0,,,8.0,2.0,2.0,8.0,4.0,2.0,princess court,,,,,97.0,Dryden,3560027.0,49.783303,-92.8352797
PROVIDENCE HEALTHCARE,3276 St. Clair Avenue East,Toronto Central,Non-Profit,No,Yes,Yes,Yes,,Scarborough, M1L1W1,56.0,30.0,12.0,32.0,17.0,5.0,16.0,10.0,6.0,6.0,4.0,2.0,providence healthcare,,<5,,Inactive,288.0,Toronto,3520005.0,43.71220510000001,-79.28502950000002
PROVIDENCE MANOR,275 Sydenham Street,South East,Non-Profit,Yes,Yes,Yes,Yes,,Kingston, K7K1G7,71.0,50.0,18.0,23.0,17.0,7.0,32.0,21.0,9.0,15.0,10.0,3.0,providence manor,,0,,Inactive,243.0,Kingston,3510010.0,44.23553812,-76.48546340000001
QUEEN'S GARDEN,80 Queen Street North,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,,Hamilton, L8R3P6,44.0,15.0,9.0,19.0,6.0,3.0,13.0,4.0,4.0,7.0,6.0,3.0,queen's garden,,,,,128.0,Hamilton,3525005.0,43.26115109,-79.87697411
QUEENSWAY LONG TERM CARE HOME,100 Queen Street East P.O. Box 369,South West,For-Profit,Yes,Yes,Yes,Yes,,Hensall, N0M1X0,26.0,11.0,7.0,16.0,4.0,3.0,5.0,4.0,4.0,1.0,1.0,,queensway long term care home,,,,,60.0,Bluewater,3540010.0,43.43497405,-81.50347404
R. H. LAWSON EVENTIDE HOME,5050 Jepson Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Yes,Yes,Yes,No,,Niagara Falls, L2E1K5,18.0,11.0,5.0,4.0,3.0,2.0,5.0,3.0,2.0,6.0,3.0,1.0,r. h. lawson eventide home,,,,,101.0,Niagara Falls,3526043.0,43.0997467,-79.07748394
RAINY RIVER HEALTH CENTRE,114 Fourth Street P.O. Box 236,North West,Non-Profit,No,Yes,No,No,,Rainy River, P0W1L0,12.0,7.0,3.0,2.0,1.0,,3.0,2.0,2.0,2.0,2.0,1.0,rainy river health centre,,,,,21.0,Rainy River,3559042.0,48.71856,-94.5692765
RAINYCREST,550 Osborne Street,North West,Non-Profit,Yes,Yes,Yes,Yes,,Fort Frances, P9A3T2,68.0,48.0,28.0,22.0,12.0,7.0,22.0,18.0,10.0,22.0,16.0,9.0,rainycrest,,,,,164.0,Fort Frances,3559012.0,48.61757858,-93.38953726
REACHVIEW VILLAGE,130 Reach Street,Central East,For-Profit,No,Yes,Yes,Yes,,Uxbridge, L9P1L3,41.0,23.0,6.0,16.0,6.0,3.0,10.0,5.0,2.0,11.0,7.0,1.0,reachview village,22,11,10,Active,100.0,Uxbridge,3518029.0,44.10408728,-79.11189924
