Antipsychotic Medication Use (%)‡*,Depression (%)*,Falls (%)‡*,Home Name,Pain (%)*,Physical Restraints Use (%)‡*,Placements for referrals from all prior locations (days)◊α,Placements for referrals from community (days)◊α,Placements for referrals from hospital (days)◊α,Pressure Ulcers (%)‡*,cleaned_home_name,index,matched,name1,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,city,postal_code_x,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
23.1,10.8,13,Baycrest Centre for Geriatric Care - The Jewish Home for the Aged,2.2,0,433,432,LV,2.4,baycrest centre for geriatric care - the jewish home for the aged,29.0,True,the jewish home for the aged,3560 Bathurst Street,Toronto Central,Non-Profit,No,Yes,Yes,Yes,North York, M6A2E1,52.0,34.0,21.0,29.0,16.0,10.0,13.0,9.0,7.0,11.0,10.0,6.0,the jewish home for the aged,<5,<5,8,Active,Toronto,3520005.0,43.7300765,-79.43421181,472.0
12.9,37.3,15.3,Belcrest Nursing Homes Limited - Belcrest Nursing Homes Ltd.,7.6,6.7,289,289,LV,3.5,belcrest nursing homes limited - belcrest nursing homes ltd.,30.0,True,belmont long term care facility,250 Bridge Street West,South East,For-Profit,No,Yes,No,Yes,Belleville, K8P5N3,35.0,20.0,8.0,11.0,3.0,1.0,15.0,11.0,5.0,3.0,1.0,,belmont long term care facility,,0,,Inactive,Belleville,3512005.0,44.16007616,-77.40393509,128.0
32.2,16,17.1,Benevolent Society Heidehof for the Care of the Aged - Heidehof LTC Home,2.1,2,73.5,77,LV,2,benevolent society heidehof for the care of the aged - heidehof long term care home,32.0,True,heidehof long term care home,600 Lake Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,No,No,St. Catharines, L2N4J4,22.0,12.0,4.0,6.0,3.0,1.0,4.0,1.0,,6.0,4.0,,heidehof long term care home,,,,,St. Catharines,3526053.0,43.19665771,-79.251902,106.0
7,22.5,16.4,Bethany Lodge Foundation - Bethany Lodge,15.6,1.7,185.5,185.5,NR,4.7,bethany lodge foundation - bethany lodge,34.0,True,bethany lodge,23 Second Street,Central,Non-Profit,No,Yes,Yes,No,Markham, L3R2C2,17.0,13.0,5.0,2.0,1.0,1.0,5.0,5.0,2.0,3.0,3.0,,bethany lodge,,<5,,Inactive,Markham,3519036.0,43.86204073,-79.30139068,128.0
27.3,22.2,4.5,Bingham Memorial Hospital - Rosedale Centre,11.5,1.7,LV,LV,LV,0,bingham memorial hospital - rosedale centre,35.0,True,rosedale centre,507- 8th Avenue P.O. Box 70,North East,Non-Profit,No,Yes,Yes,No,Matheson, P0K1N0,14.0,7.0,3.0,1.0,,,7.0,2.0,2.0,2.0,2.0,,rosedale centre,,,,,Black River-Matheson,3556014.0,48.53944263,-80.46973105,20.0
17.5,36.2,14,Bluewater Rest Home Inc. - Bluewater Rest Home,1.1,0,155,147,LV,1.9,bluewater rest home inc. - bluewater rest home,36.0,False,blue water rest home,37792 Zurich-Hensall RD,South West,Non-Profit,No,Yes,No,No,Zurich, N0M2T0,21.0,13.0,4.0,6.0,3.0,,8.0,5.0,3.0,1.0,1.0,,blue water rest home,,0,,Inactive,Bluewater,3540010.0,43.41978964,-81.63774028,65.0
15.9,20.4,18.6,Board of Management for the District of Algoma - Algoma Manor Nursing Home,2.9,5.2,146.5,153,LV,1.8,board of management for the district of algoma - algoma manor nursing home,37.0,True,algoma manor nursing home,145 Dawson Street,North East,Non-Profit,Yes,Yes,Yes,Yes,Thessalon, P0R1L0,23.0,14.0,7.0,7.0,5.0,2.0,3.0,2.0,1.0,6.0,3.0,1.0,algoma manor nursing home,,,,,Thessalon,3557028.0,46.2634618,-83.56324898,96.0
14.8,11.4,25.7,Board of Management Home for the Aged W. Nipissing - Au Chateau,12.9,10.7,358.5,470,294,4.4,board of management home for the aged w. nipissing - au chateau,38.0,True,au chateau,100 Michaud Street,North East,Municipal,Yes,Yes,Yes,No,Sturgeon Falls, P2B2Z4,47.0,28.0,13.0,18.0,9.0,4.0,14.0,7.0,4.0,14.0,12.0,6.0,au chateau,,,,,West Nipissing / Nipissing Ouest,3548055.0,46.37203452,-79.92058532,162.0
28.8,18.4,8.1,Board of Management of the District of Kenora - Northwood Lodge,9.8,24.6,505,368,526.5,0.6,board of management of the district of kenora - northwood lodge,39.0,True,northwood lodge,51 Highway 105 P.O. Box 420,North West,Municipal,No,Yes,Yes,No,Red Lake, P0V2M0,19.0,11.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,13.0,7.0,2.0,northwood lodge,,,,,Red Lake,3560042.0,51.01327044,-93.82244384,32.0
20.7,32.6,13.6,Board of Management of the District of Kenora - Pinecrest,6.4,29.3,180,231.5,155,7,board of management of the district of kenora - pinecrest,40.0,False,pinecrest (kenora),1220 Valley Drive,North West,Municipal,Yes,Yes,Yes,No,Kenora, P9N2W7,25.0,13.0,6.0,5.0,2.0,1.0,8.0,2.0,1.0,5.0,3.0,2.0,pinecrest (kenora),,,,,Kenora,3560010.0,49.7799152,-94.4631099,116.0
16.9,2,13.3,Board of Management of the District of Kenora - Princess Court,0.9,7,239,273.5,181,1.7,board of management of the district of kenora - princess court,41.0,True,princess court,Princess Street Box 725,North West,Municipal,Yes,Yes,Yes,No,Dryden, P8N2Z4,28.0,8.0,6.0,9.0,,,8.0,2.0,2.0,8.0,4.0,2.0,princess court,,,,,Dryden,3560027.0,49.783303,-92.8352797,97.0
19.4,36.1,19.3,Board of Management of the District of Nipissing East - Cassellholme,5,3.8,147.5,150,118,4.2,board of management of the district of nipissing east - cassellholme,42.0,True,cassellholme,400 Olive Street,North East,Municipal,Yes,Yes,Yes,Yes,North Bay, P1B6J4,47.0,25.0,16.0,19.0,8.0,6.0,17.0,8.0,7.0,9.0,7.0,2.0,cassellholme,,0,,Inactive,North Bay,3548044.0,46.31926603,-79.44608166,240.0
17.7,47.1,20,Board of Management of the District of Parry Sound - Belvedere Heights,3.4,0.8,201.5,161,LV,3,board of management of the district of parry sound - belvedere heights,43.0,True,belvedere heights,21 Belvedere Avenue,North East,Municipal,No,Yes,Yes,Yes,Parry Sound, P2A2A2,40.0,23.0,13.0,15.0,6.0,4.0,10.0,7.0,5.0,17.0,11.0,4.0,belvedere heights,,,,,Parry Sound,3549032.0,45.34272524,-80.03862375,101.0
14.8,24.1,11.2,Broadview Foundation - Chester Village,5.9,0.9,621.5,652,NR,2,broadview foundation - chester village,44.0,True,chester village,3555 Danforth Avenue,Toronto Central,Non-Profit,No,Yes,Yes,Yes,Toronto, M1L1E3,23.0,7.0,4.0,10.0,1.0,1.0,6.0,3.0,3.0,4.0,1.0,1.0,chester village,,,,,Toronto,3520005.0,43.6936488,-79.27484865,203.0
12.9,27.4,22.9,Broadview Nursing Centre Limited - Broadview Nursing Centre,0.4,0.3,53.5,48,79,1.7,broadview nursing centre limited - broadview nursing centre,45.0,True,broadview nursing centre,210 Brockville Street,South East,For-Profit,No,Yes,No,No,Smiths Falls, K7A3Z4,32.0,19.0,11.0,13.0,7.0,5.0,11.0,8.0,5.0,3.0,1.0,1.0,broadview nursing centre,,,,,Smiths Falls,3509004.0,44.88786035,-76.02083780000002,75.0
16.9,32.2,17.4,Brucelea Haven - Brucelea Haven LTC Home,3.6,9.5,77,83,55,7.4,brucelea haven - brucelea haven long term care home,46.0,False,brucelea haven long term care home - corporation of the county of bruce,41 McGivern Street West P.O. Box 1600,South West,Municipal,No,Yes,No,No,Walkerton, N0G2V0,79.0,28.0,17.0,33.0,6.0,2.0,22.0,6.0,2.0,14.0,11.0,9.0,brucelea haven long term care home - corporation of the county of bruce,,0,,Inactive,Brockton,3541032.0,44.12121858,-81.15427199,144.0
16.2,24.9,15.9,Brucelea Haven - Gateway Haven LTC Home,11.4,3.4,151,169,132.5,5,brucelea haven - gateway haven long term care home,47.0,True,gateway haven long term care home,671 Frank Street P.O. Box 10,South West,Municipal,No,Yes,Yes,No,Wiarton, N0H2T0,19.0,10.0,5.0,5.0,2.0,1.0,7.0,2.0,2.0,6.0,5.0,3.0,gateway haven long term care home,,,,,South Bruce Peninsula,3541055.0,44.74034089,-81.12803284,100.0
21.1,23.2,20.8,Bruyère Continuing Care Inc. - Élisabeth Bruèyre Residence,14.5,6,264,304,LV,3.8,bruyere continuing care inc. - elisabeth brueyre residence,48.0,False,elisabeth-bruyere residence,75 Bruyere Street,Champlain,Non-Profit,No,Yes,Yes,Yes,Ottawa, K1N5C8,64.0,50.0,22.0,20.0,13.0,4.0,18.0,13.0,8.0,14.0,12.0,6.0,elisabeth-bruyere residence,<5,15,8,Active,Ottawa,3506008.0,45.43220386,-75.69601434,71.0
17.4,24.5,26.1,Bruyère Continuing Care Inc. - Residence Saint-Louis,6.6,6.1,188,183.5,158,4.8,bruyere continuing care inc. - residence saint-louis,49.0,True,residence saint-louis,879 Chemin Parc Hiawatha,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Ottawa, K1C2Z6,114.0,72.0,28.0,40.0,26.0,12.0,40.0,22.0,10.0,31.0,22.0,4.0,residence saint-louis,13,9,8,Active,Ottawa,3506008.0,45.48316947,-75.54547069,198.0
18.8,17.1,20.1,Canadian Reformed Society for a Home for the Aged Inc.  - Mount Nemo Christian Nursing Home,1.6,7.6,149,132,LV,4.1,canadian reformed society for a home for the aged inc.  - mount nemo christian nursing home,50.0,True,mount nemo christian nursing home,4486 Guelph Line,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,Burlington, L7P0N2,19.0,11.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,mount nemo christian nursing home,,,,,Burlington,3524002.0,43.40257242,-79.87556992,61.0
39.8,22.6,19.1,Capricorn Investments Corporation Limited - Elgin Abbey Nursing Home,12.3,12.4,37,LV,LV,2.9,capricorn investments corporation limited - elgin abbey nursing home,51.0,True,elgin abbey nursing home,380 First Avenue North P.O. Box 7,South West,For-Profit,No,Yes,No,Yes,Chesley, N0G1L0,33.0,20.0,7.0,8.0,4.0,2.0,5.0,3.0,2.0,18.0,10.0,5.0,elgin abbey nursing home,,,,,Arran-Elderslie,3541043.0,44.31058562,-81.09967099,27.0
21.3,27.3,15.3,Caressant-Care Nursing & Retirement Homes Limited - Arthur Nursing Home,3.1,1.4,66,68,79,4.6,caressant-care nursing & retirement homes limited - arthur nursing home,52.0,False,caressant care arthur nursing home,215 Eliza Street P.O. Box 700,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Arthur, N0G1A0,66.0,29.0,10.0,31.0,12.0,3.0,23.0,10.0,4.0,12.0,8.0,5.0,caressant care arthur nursing home,,,,,Wellington North,3523050.0,43.83174956,-80.53012776,80.0
ST,14.9,16.2,Caressant-Care Nursing & Retirement Homes Limited - Bourget,1.5,0,34,59,25.5,5.6,caressant-care nursing & retirement homes limited - bourget,53.0,False,caressant care bourget,2279 Laval Street P.O. Box 99,Champlain,For-Profit,No,Yes,Yes,Yes,Bourget, K0A1E0,116.0,56.0,24.0,52.0,26.0,14.0,30.0,12.0,8.0,22.0,6.0,,caressant care bourget,,,,,Clarence-Rockland,3502036.0,45.43608988,-75.15507656,60.0
13.7,29.7,8.8,Caressant-Care Nursing & Retirement Homes Limited - Cambridge Country Manor,0,0,48.5,42,53,1.3,caressant-care nursing & retirement homes limited - cambridge country manor,54.0,True,cambridge country manor,3680 Speedsville Road R R 31,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Cambridge, N3H4R6,35.0,19.0,8.0,15.0,6.0,3.0,11.0,5.0,3.0,6.0,5.0,2.0,cambridge country manor,,,,,Cambridge,3530010.0,43.4552726,-80.35775290000002,80.0
7.5,31.5,14.5,Caressant-Care Nursing & Retirement Homes Limited - Cobden,1.7,9.1,119,112,LV,2.4,caressant-care nursing & retirement homes limited - cobden,55.0,False,caressant care - cobden,12 Wren Drive P.O. Box 430,Champlain,For-Profit,No,Yes,No,Yes,Cobden, K0J1K0,22.0,10.0,4.0,4.0,2.0,1.0,12.0,4.0,3.0,2.0,1.0,,caressant care - cobden,,,,,Whitewater Region,3547056.0,45.62876664,-76.88767295,64.0
5.3,8.4,15.7,Caressant-Care Nursing & Retirement Homes Limited - Courtland,1.5,0,175,242.5,LV,1.3,caressant-care nursing & retirement homes limited - courtland,56.0,False,caressant care courtland,4850 Hwy #59 P.O. Box 279,South West,For-Profit,No,Yes,No,Yes,Courtland, N0J1E0,33.0,12.0,8.0,11.0,4.0,4.0,15.0,4.0,3.0,3.0,1.0,,caressant care courtland,,0,,Inactive,Norfolk County,3528052.0,42.83110128,-80.63239781,55.0
17,16.1,14.7,Caressant-Care Nursing & Retirement Homes Limited - Fergus Nursing Home,7.3,0,397,400,LV,4.2,caressant-care nursing & retirement homes limited - fergus nursing home,57.0,False,caressant care fergus nursing home,450 Queen Street East,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Fergus, N1M2Y7,69.0,46.0,27.0,26.0,12.0,7.0,16.0,11.0,6.0,26.0,22.0,13.0,caressant care fergus nursing home,,0,,Inactive,Centre Wellington,3523025.0,43.70904655,-80.36985870000002,87.0
15.1,25.5,14.7,Caressant-Care Nursing & Retirement Homes Limited - Harriston,10.2,0,46,39.5,38.5,4.6,caressant-care nursing & retirement homes limited - harriston,58.0,False,caressant care - harriston,24 Louise Street P.O. Box 520,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Harriston, N0G1Z0,28.0,11.0,5.0,7.0,1.0,1.0,13.0,5.0,3.0,2.0,1.0,,caressant care - harriston,,,,,Minto,3523043.0,43.91461596,-80.87806388,92.0
16.3,23.2,22.2,Caressant-Care Nursing & Retirement Homes Limited - Lindsay Nursing Home,7.7,2.8,173,173,159,2.1,caressant-care nursing & retirement homes limited - lindsay nursing home,59.0,False,caressant care lindsay nursing home,240 Mary Street West,Central East,For-Profit,No,Yes,No,Yes,Lindsay, K9V5K5,49.0,25.0,12.0,22.0,8.0,4.0,16.0,10.0,5.0,6.0,4.0,3.0,caressant care lindsay nursing home,,0,,Inactive,Kawartha Lakes,3516010.0,44.34327843,-78.75034644,124.0
25.3,30.5,17,Caressant-Care Nursing & Retirement Homes Limited - Listowel Nursing Home,3.8,0,47,62.5,18,6,caressant-care nursing & retirement homes limited - listowel nursing home,60.0,False,caressant care listowel nursing home,710 Reserve Avenue South,South West,For-Profit,Yes,Yes,No,Yes,Listowel, N4W2L1,28.0,13.0,4.0,11.0,3.0,,6.0,3.0,2.0,5.0,4.0,1.0,caressant care listowel nursing home,,,,,North Perth,3531040.0,43.72273922,-80.95335159,52.0
13,31.9,8.1,Caressant-Care Nursing & Retirement Homes Limited - Marmora,7.3,1.4,40,49,37,4.3,caressant-care nursing & retirement homes limited - marmora,61.0,False,caressant care marmora,58 Bursthall Street P.O. Box 429,South East,For-Profit,No,Yes,Yes,Yes,Marmora, K0K2M0,48.0,28.0,16.0,18.0,9.0,6.0,15.0,11.0,8.0,6.0,3.0,1.0,caressant care marmora,,,,,Marmora and Lake,3512046.0,44.48072361,-77.67733231,84.0
10.9,42.7,13.7,Caressant-Care Nursing & Retirement Homes Limited - on Bonnie Place,7.3,7.1,56,62,41,3.4,caressant-care nursing & retirement homes limited - on bonnie place,62.0,False,caressant care on bonnie place,15 Bonnie Place,South West,For-Profit,No,Yes,No,Yes,St Thomas, N5R5T8,87.0,34.0,15.0,32.0,16.0,4.0,43.0,11.0,8.0,12.0,9.0,6.0,caressant care on bonnie place,,0,,Inactive,St. Thomas,3534021.0,42.77305945,-81.16165267,116.0
12.9,16.9,8.2,Caressant-Care Nursing & Retirement Homes Limited - on Mary Bucke,6.7,11.1,89.5,90,35,2,caressant-care nursing & retirement homes limited - on mary bucke,63.0,False,caressant care on mary bucke,4 Mary Bucke Street,South West,For-Profit,No,Yes,No,Yes,St. Thomas, N5R5J6,36.0,13.0,7.0,13.0,,,13.0,5.0,4.0,8.0,7.0,2.0,caressant care on mary bucke,,,,,St. Thomas,3534021.0,42.76681534,-81.16897487,60.0
15.6,45.4,15.2,Caressant-Care Nursing & Retirement Homes Limited - on Mclaughlin Road,4.1,12.2,398,365,438,5.6,caressant-care nursing & retirement homes limited - on mclaughlin road,64.0,False,caressant care on mclaughlin road,114 McLaughlin Road,Central East,For-Profit,No,Yes,Yes,Yes,Lindsay, K9V6L1,38.0,18.0,5.0,13.0,8.0,3.0,13.0,4.0,1.0,8.0,4.0,,caressant care on mclaughlin road,,,,,Kawartha Lakes,3516010.0,44.344764700000006,-78.7610205,96.0
19.2,42,12.3,Caressant-Care Nursing & Retirement Homes Limited - The Maples Home for Seniors,6.3,0,123,LV,LV,1.5,caressant-care nursing & retirement homes limited - the maples home for seniors,65.0,True,the maples home for seniors,94 William Street South P.O. Box 400,South West,For-Profit,No,Yes,Yes,Yes,Tavistock, N0B2R0,23.0,9.0,3.0,5.0,3.0,,9.0,3.0,3.0,5.0,2.0,,the maples home for seniors,,,,,East Zorra-Tavistock,3532038.0,43.31755486,-80.83826132,43.0
19.8,24.7,23.4,Caressant-Care Nursing & Retirement Homes Limited - Woodstock Nursing Home,5.7,2.3,86,88,114,7.7,caressant-care nursing & retirement homes limited - woodstock nursing home,66.0,False,caressant care woodstock nursing home,81 Fyfe Avenue,South West,For-Profit,Yes,Yes,Yes,Yes,Woodstock, N4S8Y2,95.0,51.0,21.0,41.0,16.0,6.0,30.0,15.0,6.0,29.0,27.0,12.0,caressant care woodstock nursing home,,,,,Woodstock,3532042.0,43.12334673,-80.74298547,163.0
6.9,31,13,Carveth Nursing Home Limited - Carveth Care Centre,5,2,178,156,LV,3.2,carveth nursing home limited - carveth care centre,67.0,True,carveth care centre,375 James Street,South East,For-Profit,No,Yes,Yes,Yes,Gananoque, K7G2Z1,30.0,20.0,7.0,12.0,6.0,2.0,7.0,6.0,4.0,4.0,3.0,,carveth care centre,,,,,Gananoque,3507024.0,44.33633895,-76.1592067,104.0
54.1,21.5,26.5,Chapleau Health Services - The Bignucolo Residence,6.9,2.4,78,LV,LV,0,chapleau health services - the bignucolo residence,69.0,True,the bignucolo residence,"c/o Chapleau General Hospital P. O. Box 757, 6 Broomhead Road",North East,Non-Profit,Yes,Yes,No,Yes,Chapleau, P0M1K0,11.0,7.0,3.0,,,,4.0,3.0,2.0,3.0,3.0,,the bignucolo residence,,,,,Chapleau,3552092.0,47.841251,-83.414961,18.0
12.8,19,9.6,Chartwell Master Care LP - Aylmer LTC Residence,8.9,0,253,259,LV,0.8,chartwell master care lp - aylmer long term care residence,70.0,False,chartwell aylmer long term care residence,465 Talbot Street West,South West,For-Profit,No,Yes,No,Yes,Aylmer, N5H1K8,30.0,10.0,5.0,4.0,1.0,1.0,16.0,3.0,1.0,4.0,2.0,1.0,chartwell aylmer long term care residence,,,,,Aylmer,3534011.0,42.77395085,-80.99760032,64.0
21.5,21.8,15.3,Chartwell Master Care LP - Cawthra Gardens,4.7,0.6,247.5,205,269.5,0.4,chartwell master care lp - cawthra gardens,71.0,True,cawthra gardens,590 Lolita Gardens,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Mississauga, L5A4N8,27.0,17.0,7.0,11.0,6.0,2.0,10.0,6.0,4.0,5.0,5.0,1.0,cawthra gardens,,0,,Inactive,Mississauga,3521005.0,43.59302306,-79.60362445,192.0
18.7,25.9,15.4,Chartwell Master Care LP - Chartwell Aurora LTC Residence,1.3,1,182,201,55,1.4,chartwell master care lp - chartwell aurora long term care residence,72.0,True,chartwell aurora long term care residence,32 Mill Street,Central,For-Profit,Yes,Yes,Yes,Yes,Aurora, L4G2R9,28.0,13.0,8.0,15.0,6.0,5.0,6.0,2.0,2.0,1.0,,,chartwell aurora long term care residence,,11,,Inactive,Aurora,3519046.0,43.99779774,-79.47131474,235.0
2.9,14.9,11.1,Chartwell Master Care LP - Chartwell Ballycliffe,2,1.1,202,234,164,2.1,chartwell master care lp - chartwell ballycliffe,73.0,False,chartwell ballycliffe long term care residence,70 Station Street,Central East,For-Profit,No,Yes,Yes,Yes,Ajax, L1S1R9,65.0,43.0,7.0,28.0,21.0,4.0,18.0,12.0,2.0,12.0,5.0,,chartwell ballycliffe long term care residence,<5,32,0,Active,Ajax,3518005.0,43.85095764,-79.02534179,100.0
13.9,33.8,19.5,Chartwell Master Care LP - Chartwell Bon Air LTC Residence,3.3,8.4,231,241,LV,1.6,chartwell master care lp - chartwell bon air long term care residence,74.0,True,chartwell bon air long term care residence,131 Laidlaw Street South,Central East,For-Profit,Yes,Yes,Yes,Yes,Cannington, L0E1E0,21.0,11.0,5.0,7.0,2.0,2.0,7.0,5.0,3.0,2.0,,,chartwell bon air long term care residence,,,,,Brock,3518039.0,44.34590892,-79.03751134,57.0
10.6,23.6,15.1,Chartwell Master Care LP - Chartwell Brant Centre LTC Residence,2.4,4.8,115.5,108,638,1.3,chartwell master care lp - chartwell brant centre long term care residence,75.0,True,chartwell brant centre long term care residence,1182 Northshore Blvd. East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Burlington, L7S1C5,43.0,14.0,7.0,21.0,7.0,4.0,16.0,3.0,3.0,2.0,1.0,,chartwell brant centre long term care residence,<5,0,0,Active,Burlington,3524002.0,43.31651571,-79.80381069,175.0
15.6,43.7,17.5,Chartwell Master Care LP - Chartwell Champlain LTC Residence,0.9,0,124,148,29,3.2,chartwell master care lp - chartwell champlain long term care residence,76.0,True,chartwell champlain long term care residence,428 Front Road West,Champlain,For-Profit,No,Yes,Yes,Yes,L'Orignal, K0B1K0,30.0,19.0,10.0,2.0,,,11.0,8.0,6.0,6.0,4.0,2.0,chartwell champlain long term care residence,,,,,Champlain,3502010.0,45.62972163,-74.67048831,60.0
18.5,13.1,14.9,Chartwell Master Care LP - Chartwell Gibson LTC Residence,1.1,0.6,165.5,165.5,148,0.3,chartwell master care lp - chartwell gibson long term care residence,77.0,True,chartwell gibson long term care residence,1925 Steeles Avenue East,Central,For-Profit,No,Yes,No,Yes,North York, M2H2H3,58.0,11.0,6.0,20.0,2.0,1.0,21.0,4.0,4.0,9.0,1.0,,chartwell gibson long term care residence,35,9,10,Active,Toronto,3520005.0,43.80765981,-79.37379369,202.0
21.1,21.3,18.2,Chartwell Master Care LP - Chartwell Pine Grove LTC Residence,1.8,0.6,272.5,242,NR,2.2,chartwell master care lp - chartwell pine grove long term care residence,78.0,True,chartwell pine grove long term care residence,8403 Islington Avenue North,Central West,For-Profit,Yes,Yes,Yes,Yes,Woodbridge, L4L1X3,15.0,10.0,5.0,6.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,chartwell pine grove long term care residence,0,0,<5,Active,Vaughan,3519028.0,43.797729,-79.58431476,96.0
17.2,30,20.7,Chartwell Master Care LP - Chartwell Royal Oak LTC Residence,8,0,88,100,NR,2.7,chartwell master care lp - chartwell royal oak long term care residence,79.0,True,chartwell royal oak long term care residence,1750 Division Road North,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Kingsville, N9Y4G7,73.0,41.0,15.0,36.0,18.0,6.0,30.0,17.0,8.0,4.0,4.0,2.0,chartwell royal oak long term care residence,<5,0,0,Active,Kingsville,3537013.0,42.0501946,-82.7375796,160.0
23.2,23.8,9.9,Chartwell Master Care LP - Chartwell Trilogy LTC Residence,0.4,0.2,263,264.5,LV,1.5,chartwell master care lp - chartwell trilogy long term care residence,80.0,True,chartwell trilogy long term care residence,340 McCowan Road,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1J3P4,33.0,21.0,11.0,12.0,7.0,5.0,15.0,9.0,4.0,4.0,4.0,2.0,chartwell trilogy long term care residence,,0,,Inactive,Toronto,3520005.0,43.73848531,-79.23864245,197.0
19,28.1,22.2,Chartwell Master Care LP - Chartwell Waterford LTC Residence,1.6,3.1,196,218,LV,2.8,chartwell master care lp - chartwell waterford long term care residence,81.0,True,chartwell waterford long term care residence,2140 Baronwood Drive,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Oakville, L6M4V6,42.0,21.0,11.0,18.0,9.0,5.0,12.0,5.0,4.0,9.0,5.0,1.0,chartwell waterford long term care residence,,0,,Inactive,Oakville,3524001.0,43.42715623,-79.76303438,168.0
21.2,11.6,13.8,Chartwell Master Care LP - Chartwell Wenleigh LTC Residence,3.9,6.5,215,215,228.5,1.4,chartwell master care lp - chartwell wenleigh long term care residence,82.0,True,chartwell wenleigh long term care residence,2065 Leanne Boulevard,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Mississauga, L5K2L6,27.0,13.0,7.0,13.0,5.0,3.0,8.0,4.0,3.0,2.0,2.0,,chartwell wenleigh long term care residence,0,0,<5,Active,Mississauga,3521005.0,43.52485635,-79.65178876,161.0
15.4,8.8,10.5,Chartwell Master Care LP - Chartwell Westbury LTC Residence,5.9,0,358,358,249,1.1,chartwell master care lp - chartwell westbury long term care residence,83.0,True,chartwell westbury long term care residence,495 The West Mall,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Etobicoke, M9C5S3,21.0,13.0,4.0,10.0,6.0,1.0,4.0,3.0,3.0,2.0,,,chartwell westbury long term care residence,<5,22,26,Active,Toronto,3520005.0,43.64832328,-79.56767874,187.0
16.8,23.8,19,Chartwell Master Care LP - Chartwell Westmount LTC Residence,4.1,0.9,154,150.5,NR,1.4,chartwell master care lp - chartwell westmount long term care residence,84.0,True,chartwell westmount long term care residence,200 David Bergey Drive,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Kitchener, N2E3Y4,44.0,19.0,9.0,17.0,8.0,3.0,21.0,6.0,4.0,3.0,3.0,2.0,chartwell westmount long term care residence,<5,0,<5,Active,Kitchener,3530013.0,43.40613299,-80.51775782,160.0
